Date;Close;CONSEBIT;ANRATING;USD;COPPER;USLVSAAR;TOLLROADJAP;TOLLROADGER;CIVILAVCHINA;AIRCRAFTHOURSUS;ISM;IFO;10yInterestRateUS;10yInterestRateEURO;HEAVYTRUCKSALES
2011-06-15;46.6;8809.4;1.4;0.700;4.122;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-16;47.0;8809.4;1.4;0.707;4.118;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-17;47.3;8809.4;1.4;0.699;4.102;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-18;47.3;8809.4;1.4;0.699;4.102;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-19;47.3;8809.4;1.4;0.699;4.102;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-20;47.6;8807.2;1.4;0.699;4.074;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-21;48.6;8807.2;1.4;0.696;4.089;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-22;48.9;8813.1;1.4;0.693;4.088;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-23;48.8;8813.1;1.4;0.707;4.039;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-24;49.0;8813.1;1.4;0.706;4.099;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-25;49.0;8813.1;1.4;0.706;4.099;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-26;49.0;8813.1;1.4;0.706;4.099;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-27;49.2;8813.1;1.4;0.700;4.052;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-28;50.4;8825.5;1.4;0.696;4.092;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-29;51.3;8825.5;1.4;0.695;4.210;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-30;51.9;8825.5;1.4;0.690;4.283;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-01;51.6;8825.5;1.4;0.690;4.303;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-02;51.6;8825.5;1.4;0.690;4.303;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-03;51.6;8825.5;1.4;0.690;4.303;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-04;52.4;8825.5;1.4;0.689;4.303;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-05;52.8;8825.5;1.4;0.691;4.348;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-06;53.0;8849.6;1.4;0.699;4.335;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-07;52.6;8849.6;1.4;0.696;4.442;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-08;52.4;8849.6;1.4;0.701;4.412;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-09;52.4;8849.6;1.4;0.701;4.412;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-10;52.4;8849.6;1.4;0.701;4.412;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-11;51.0;8871.0;1.4;0.715;4.368;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-12;51.7;8871.0;1.4;0.715;4.392;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-13;53.2;8887.5;1.4;0.706;4.404;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-14;53.3;8887.5;1.4;0.706;4.380;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-15;53.3;8904.4;1.4;0.708;4.413;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-16;53.3;8904.4;1.4;0.708;4.413;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-17;53.3;8904.4;1.4;0.708;4.413;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-18;51.5;8904.6;1.4;0.713;4.403;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-19;52.4;8885.1;1.4;0.705;4.468;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-20;52.5;8946.3;1.4;0.704;4.436;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-21;52.3;8946.3;1.4;0.695;4.384;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-22;52.5;8946.3;1.4;0.696;4.410;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-23;52.5;8946.3;1.4;0.696;4.410;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-24;52.5;8946.3;1.4;0.696;4.410;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-25;53.0;8946.3;1.4;0.698;4.407;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-26;51.8;8946.3;1.4;0.690;4.478;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-27;51.0;9092.3;1.4;0.695;4.447;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-28;51.1;9157.9;1.4;0.699;4.470;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-29;50.7;9140.6;1.4;0.696;4.480;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-07-30;50.7;9140.6;1.4;0.696;4.480;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-07-31;50.7;9140.6;1.4;0.696;4.480;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-01;49.0;9124.9;1.4;0.704;4.410;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-02;47.4;9124.9;1.4;0.703;4.395;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-03;45.3;9124.9;1.4;0.700;4.326;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-04;43.9;9136.2;1.4;0.706;4.236;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-05;42.0;9143.2;1.4;0.705;4.117;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-06;42.0;9143.2;1.4;0.705;4.117;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-07;42.0;9143.2;1.4;0.705;4.117;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-08;39.0;9139.3;1.4;0.705;3.962;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-09;38.9;9134.7;1.4;0.703;3.970;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-10;36.7;9134.7;1.3;0.705;3.889;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-11;37.6;9134.7;1.3;0.701;4.009;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-12;38.9;9127.9;1.4;0.703;4.012;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-13;38.9;9127.9;1.4;0.703;4.012;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-14;38.9;9127.9;1.4;0.703;4.012;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-15;38.4;9127.9;1.4;0.692;4.032;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-16;38.1;9127.9;1.4;0.695;3.994;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-17;38.0;9114.9;1.3;0.692;4.032;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-18;35.7;9114.9;1.3;0.698;3.966;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-19;34.7;9114.9;1.3;0.694;3.984;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-20;34.7;9114.9;1.3;0.694;3.984;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-21;34.7;9114.9;1.3;0.694;3.984;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-22;34.0;9110.0;1.3;0.695;3.956;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-23;34.3;9110.0;1.3;0.695;3.996;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-24;36.1;9091.3;1.3;0.694;3.998;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-25;35.8;9091.3;1.3;0.697;4.079;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-26;35.6;9091.3;1.3;0.696;4.099;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-27;35.6;9091.3;1.3;0.696;4.099;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-28;35.6;9091.3;1.3;0.696;4.099;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-29;36.2;9091.3;1.3;0.688;4.089;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-30;36.2;9086.4;1.4;0.693;4.123;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-31;37.7;9086.4;1.4;0.695;4.205;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-01;36.9;9086.4;1.4;0.702;4.161;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-02;35.5;9086.4;1.4;0.704;4.125;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-03;35.5;9086.4;1.4;0.704;4.125;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-04;35.5;9086.4;1.4;0.704;4.125;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-05;33.1;9086.4;1.4;0.709;4.125;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-06;32.4;9086.4;1.4;0.713;4.056;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-07;34.3;9084.2;1.4;0.712;4.132;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-08;33.6;9079.3;1.4;0.714;4.144;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-09;32.4;9071.5;1.4;0.729;4.003;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-10;32.4;9071.5;1.4;0.729;4.003;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-11;32.4;9071.5;1.4;0.729;4.003;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-12;31.8;9071.5;1.4;0.735;3.966;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-13;32.4;9071.5;1.4;0.731;3.970;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-14;34.3;9062.1;1.4;0.731;3.898;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-15;35.2;9062.1;1.4;0.722;3.957;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-16;36.4;9062.1;1.4;0.725;3.932;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-17;36.4;9062.1;1.4;0.725;3.932;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-18;36.4;9062.1;1.4;0.725;3.932;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-19;35.4;9062.1;1.4;0.735;3.783;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-20;36.8;9062.1;1.4;0.729;3.726;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-21;35.4;9062.1;1.4;0.730;3.764;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-22;32.7;9079.8;1.4;0.743;3.489;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-23;32.4;9077.6;1.4;0.740;3.280;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-24;32.4;9077.6;1.4;0.740;3.280;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-25;32.4;9077.6;1.4;0.740;3.280;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-26;32.1;9067.0;1.4;0.742;3.283;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-27;34.5;9067.0;1.4;0.733;3.440;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-28;34.4;9067.0;1.4;0.735;3.247;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-29;34.8;9043.7;1.4;0.733;3.246;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-30;33.6;9043.7;1.4;0.745;3.152;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-01;33.6;9043.7;1.4;0.745;3.152;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-02;33.6;9043.7;1.4;0.745;3.152;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-03;32.8;9043.7;1.4;0.753;3.151;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-04;31.0;9043.7;1.4;0.753;3.104;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-05;32.6;9051.5;1.4;0.751;3.106;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-06;33.6;9051.5;1.4;0.746;3.247;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-07;34.0;9051.5;1.4;0.741;3.274;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-08;34.0;9051.5;1.4;0.741;3.274;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-09;34.0;9051.5;1.4;0.741;3.274;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-10;35.4;9051.5;1.4;0.732;3.368;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-11;35.9;9044.3;1.4;0.733;3.291;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-12;37.9;9069.9;1.3;0.725;3.394;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-13;37.2;9069.9;1.3;0.730;3.307;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-14;37.8;9062.9;1.3;0.721;3.409;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-15;37.8;9062.9;1.3;0.721;3.409;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-16;37.8;9062.9;1.3;0.721;3.409;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-17;36.5;9064.0;1.3;0.727;3.378;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-18;36.5;9064.0;1.3;0.731;3.360;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-19;36.1;9058.7;1.3;0.725;3.258;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-20;35.0;9044.7;1.3;0.730;3.058;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-21;36.7;9039.6;1.3;0.720;3.223;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-22;36.7;9039.6;1.3;0.720;3.223;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-23;36.7;9039.6;1.3;0.720;3.223;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-24;37.3;9039.6;1.4;0.720;3.449;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-25;37.8;9061.4;1.4;0.719;3.421;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-26;37.9;9061.4;1.4;0.724;3.490;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-27;39.1;8976.4;1.4;0.707;3.692;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-28;39.2;8907.1;1.4;0.705;3.706;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-29;39.2;8907.1;1.4;0.705;3.706;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-30;39.2;8907.1;1.4;0.705;3.706;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-31;37.0;8909.5;1.4;0.717;3.632;13.73050241;102.7;2248522;26.377;1385613;51.8;99.20529;4.732278291;4.086747286;86.8
2011-11-01;34.8;8909.5;1.4;0.731;3.503;13.73050241;102.7;2248522;26.377;1385613;51.8;99.20529;4.732278291;4.086747286;86.8
2011-11-02;35.4;8915.2;1.4;0.725;3.581;13.73050241;102.7;2248522;26.377;1385613;51.8;99.20529;4.732278291;4.086747286;86.8
2011-11-03;36.4;8915.2;1.4;0.728;3.589;13.73050241;102.7;2248522;26.377;1385613;51.8;99.20529;4.732278291;4.086747286;86.8
2011-11-04;35.0;8910.5;1.4;0.727;3.565;13.73050241;102.7;2248522;26.377;1385613;51.8;99.20529;4.732278291;4.086747286;86.8
2011-11-05;35.0;8910.5;1.4;0.727;3.565;13.73050241;102.7;2248522;26.377;1385613;51.8;99.20529;4.732278291;4.086747286;86.8
2011-11-06;35.0;8910.5;1.4;0.727;3.565;13.73050241;102.7;2248522;26.377;1385613;51.8;99.20529;4.732278291;4.086747286;86.8
2011-11-07;34.6;8896.7;1.4;0.727;3.536;13.73050241;102.7;2248522;26.377;1385613;51.8;99.20529;4.732278291;4.086747286;86.8
2011-11-08;34.3;8896.7;1.4;0.724;3.533;13.73050241;102.7;2248522;26.377;1385613;51.8;99.20529;4.732278291;4.086747286;86.8
2011-11-09;33.6;8894.7;1.4;0.736;3.441;13.73050241;102.7;2248522;26.377;1385613;51.8;99.20529;4.732278291;4.086747286;86.8
2011-11-10;33.2;8894.7;1.4;0.736;3.374;13.73050241;102.7;2248522;26.377;1385613;51.8;99.20529;4.732278291;4.086747286;86.8
2011-11-11;34.0;8894.7;1.4;0.728;3.464;13.73050241;102.7;2248522;26.377;1385613;51.8;99.20529;4.732278291;4.086747286;86.8
2011-11-12;34.0;8894.7;1.4;0.728;3.464;13.73050241;102.7;2248522;26.377;1385613;51.8;99.20529;4.732278291;4.086747286;86.8
2011-11-13;34.0;8894.7;1.4;0.728;3.464;13.73050241;102.7;2248522;26.377;1385613;51.8;99.20529;4.732278291;4.086747286;86.8
2011-11-14;33.7;8876.5;1.4;0.734;3.488;13.73050241;102.7;2248522;26.377;1385613;51.8;99.20529;4.732278291;4.086747286;86.8
2011-11-15;32.5;8883.0;1.5;0.739;3.502;13.73050241;102.7;2248522;26.377;1385613;51.8;99.20529;4.732278291;4.086747286;86.8
2011-11-16;32.2;8876.5;1.5;0.739;3.485;13.73050241;102.7;2248522;26.377;1385613;51.8;99.20529;4.732278291;4.086747286;86.8
2011-11-17;31.7;8876.5;1.5;0.740;3.383;13.73050241;102.7;2248522;26.377;1385613;51.8;99.20529;4.732278291;4.086747286;86.8
2011-11-18;31.6;8876.5;1.5;0.739;3.402;13.73050241;102.7;2248522;26.377;1385613;51.8;99.20529;4.732278291;4.086747286;86.8
2011-11-19;31.6;8876.5;1.5;0.739;3.402;13.73050241;102.7;2248522;26.377;1385613;51.8;99.20529;4.732278291;4.086747286;86.8
2011-11-20;31.6;8876.5;1.5;0.739;3.402;13.73050241;102.7;2248522;26.377;1385613;51.8;99.20529;4.732278291;4.086747286;86.8
2011-11-21;30.4;8876.5;1.5;0.743;3.303;13.73050241;102.7;2248522;26.377;1385613;51.8;99.20529;4.732278291;4.086747286;86.8
2011-11-22;29.9;8876.5;1.5;0.741;3.333;13.73050241;102.7;2248522;26.377;1385613;51.8;99.20529;4.732278291;4.086747286;86.8
2011-11-23;29.2;8876.5;1.5;0.749;3.279;13.73050241;102.7;2248522;26.377;1385613;51.8;99.20529;4.732278291;4.086747286;86.8
2011-11-24;29.4;8876.5;1.5;0.751;3.279;13.73050241;102.7;2248522;26.377;1385613;51.8;99.20529;4.732278291;4.086747286;86.8
2011-11-25;29.8;8883.0;1.5;0.754;3.270;13.73050241;102.7;2248522;26.377;1385613;51.8;99.20529;4.732278291;4.086747286;86.8
2011-11-26;29.8;8883.0;1.5;0.754;3.270;13.73050241;102.7;2248522;26.377;1385613;51.8;99.20529;4.732278291;4.086747286;86.8
2011-11-27;29.8;8883.0;1.5;0.754;3.270;13.73050241;102.7;2248522;26.377;1385613;51.8;99.20529;4.732278291;4.086747286;86.8
2011-11-28;32.1;8883.0;1.5;0.749;3.361;13.73050241;102.7;2248522;26.377;1385613;51.8;99.20529;4.732278291;4.086747286;86.8
2011-11-29;31.9;8883.0;1.5;0.750;3.376;13.73050241;102.7;2248522;26.377;1385613;51.8;99.20529;4.732278291;4.086747286;86.8
2011-11-30;33.6;8883.5;1.5;0.743;3.576;13.74222892;102.7;2371215;23.705;1323866;52.1;98.12251;4.732278291;4.245967545;86.9
2011-12-01;33.4;8876.9;1.5;0.742;3.534;13.74222892;102.7;2371215;23.705;1323866;52.1;98.12251;4.732278291;4.245967545;86.9
2011-12-02;33.9;8863.3;1.5;0.745;3.585;13.74222892;102.7;2371215;23.705;1323866;52.1;98.12251;4.732278291;4.245967545;86.9
2011-12-03;33.9;8863.3;1.5;0.745;3.585;13.74222892;102.7;2371215;23.705;1323866;52.1;98.12251;4.732278291;4.245967545;86.9
2011-12-04;33.9;8863.3;1.5;0.745;3.585;13.74222892;102.7;2371215;23.705;1323866;52.1;98.12251;4.732278291;4.245967545;86.9
2011-12-05;34.8;8856.8;1.5;0.743;3.616;13.74222892;102.7;2371215;23.705;1323866;52.1;98.12251;4.732278291;4.245967545;86.9
2011-12-06;34.3;8851.8;1.6;0.747;3.576;13.74222892;102.7;2371215;23.705;1323866;52.1;98.12251;4.732278291;4.245967545;86.9
2011-12-07;34.0;8851.8;1.6;0.747;3.556;13.74222892;102.7;2371215;23.705;1323866;52.1;98.12251;4.732278291;4.245967545;86.9
2011-12-08;32.8;8851.8;1.6;0.751;3.500;13.74222892;102.7;2371215;23.705;1323866;52.1;98.12251;4.732278291;4.245967545;86.9
2011-12-09;34.2;8851.8;1.6;0.748;3.558;13.74222892;102.7;2371215;23.705;1323866;52.1;98.12251;4.732278291;4.245967545;86.9
2011-12-10;34.2;8851.8;1.6;0.748;3.558;13.74222892;102.7;2371215;23.705;1323866;52.1;98.12251;4.732278291;4.245967545;86.9
2011-12-11;34.2;8851.8;1.6;0.748;3.558;13.74222892;102.7;2371215;23.705;1323866;52.1;98.12251;4.732278291;4.245967545;86.9
2011-12-12;33.1;8851.8;1.6;0.757;3.464;13.74222892;102.7;2371215;23.705;1323866;52.1;98.12251;4.732278291;4.245967545;86.9
2011-12-13;32.7;8851.8;1.6;0.764;3.442;13.74222892;102.7;2371215;23.705;1323866;52.1;98.12251;4.732278291;4.245967545;86.9
2011-12-14;31.7;8851.8;1.6;0.772;3.279;13.74222892;102.7;2371215;23.705;1323866;52.1;98.12251;4.732278291;4.245967545;86.9
2011-12-15;32.2;8851.8;1.6;0.769;3.267;13.74222892;102.7;2371215;23.705;1323866;52.1;98.12251;4.732278291;4.245967545;86.9
2011-12-16;31.8;8851.8;1.6;0.766;3.331;13.74222892;102.7;2371215;23.705;1323866;52.1;98.12251;4.732278291;4.245967545;86.9
