Total Sales;Cost of Goods Sold (COGS) incl. D&A;Gross Income;Gross Margin;SG&A Expense;Other Operating Expenses;EBIT (Operating Income);EBIT Margin;Nonoperating Income - Net;Interest Expense;Unusual Expense - Net;Income Taxes;Equity in Earnings of Affiliates;Consolidated Net Income;NI Margin;Minorities;NI to Common Margin;EPS Diluted;EBITDA;EBITDA margin;Total Sales;Cost of Goods Sold (COGS) incl. D&A;Gross Income;SG&A Expense;Other Operating Expenses;EBIT (Operating Income);Nonoperating Income - Net;Interest Expense;Unusual Expense - Net;Income Taxes;Equity in Earnings of Affiliates;Consolidated Net Income;Minorities;NI to Common Margin;EPS Diluted;EBITDA;Cash & Short-Term Investments;Short-Term Receivables;Inventories;Other Current Assets;Total Current Assets;Total Current Assets/Total Assets;Net Property, Plant & Equipment;Total Investments and Advances;Long-Term Note Receivable;Intangible Assets;Deferred Tax Assets;Other Assets;Total Assets;ST Debt & Curr. Portion LT Debt;Accounts Payable;Income Tax Payable;Other Current Liabilities;Total Current Liabilities;Total Current Liabilities/Total Assets;Long-Term Debt;Provision for Risks & Charges;Deferred Tax Liabilities;Other Liabilities;Total Liabilities;Total Liabilities/Total Assets;Common Equity;Total Shareholders' Equity;Total Shareholders' Equity/Total Assets;Total Equity;Total Equity/Total Assets;Total Liabilities & Shareholders' Equity;Total Liabilities & Shareholders' Equity/Total Assets;Book Value per Share;Tangible Book Value per Share;Working Capital;Total Capital;Total Debt;Net Debt;Days of Inventory on Hand;Days of Sales Outstanding;Days of Payables Outstanding;Long Term Debt Maturities;Cash & Short-Term Investments;Short-Term Receivables;Inventories;Other Current Assets;Total Current Assets;Net Property, Plant & Equipment;Total Investments and Advances;Long-Term Note Receivable;Intangible Assets;Deferred Tax Assets;Other Assets;Total Assets;ST Debt & Curr. Portion LT Debt;Accounts Payable;Income Tax Payable;Other Current Liabilities;Total Current Liabilities;Long-Term Debt;Provision for Risks & Charges;Deferred Tax Liabilities;Other Liabilities;Total Liabilities;Common Equity;Total Shareholders' Equity;Total Equity;Total Liabilities & Shareholders' Equity;Book Value per Share;Tangible Book Value per Share;Working Capital;Total Capital;Total Debt;Net Debt;Days of Inventory on Hand;Days of Sales Outstanding;Days of Payables Outstanding;Long Term Debt Maturities;Net Income / Starting Line;Depreciation, Depletion & Amortization;Deferred Taxes & Investment Tax Credit;Other Funds;Funds from Operations;Changes in Working Capital;Net Operating Cash Flow;Capital Expenditures;Sale of Fixed Assets & Businesses;Purchase/Sale of Investments;Net Investing Cash Flow;Cash Dividends Paid;Change in Capital Stock;Issuance/Reduction of Debt, Net;Net Financing Cash Flow;Net Change in Cash;Free Cash Flow;Net Income / Starting Line;Depreciation, Depletion & Amortization;Deferred Taxes & Investment Tax Credit;Other Funds;Funds from Operations;Changes in Working Capital;Net Operating Cash Flow;Capital Expenditures;Sale of Fixed Assets & Businesses;Purchase/Sale of Investments;Net Investing Cash Flow;Cash Dividends Paid;Change in Capital Stock;Issuance/Reduction of Debt, Net;Net Financing Cash Flow;Net Change in Cash;Free Cash Flow;Total return
2732.8;958.6;1774.2;0.649224239;1268.3;0;505.9;0.185121487;3;3.5;92.8;119;0;293.6;0.107435597;293.5;0.107399005;0.684;629.9;0.230496194;-0.012002892;-0.024623525;-0.005047106;-0.034191288;0;0.076382979;0.5;0.944444444;0.230769231;0.111111111;0;0.020507473;0.023361227;0.023361227;0.053929122;0.013515688;916.9;172.7;411.8;40.3;1541.7;0.693522267;313.6;2.9;2.9;180.1;115.5;66.3;2223;23.2;153.2;32.9;343.6;552.9;0.248717949;0;72.3;4.2;168.2;797.6;0.358794422;1420.5;1420.5;0.63900135;1425.4;0.641205578;2223;0;3.4198;2.986216389;988.8;1443.7;23.2;-893.7;174.599155;28.00808694;68.66710563;0;0.080612846;-0.299959465;-0.185038591;0.057742782;-0.059135848;-0.215215215;-0.216216216;-0.216216216;0.058788948;-0.076;-0.088033012;-0.078892848;-0.32361516;-0.110853163;-0.343313373;0.114137484;-0.021589099;0;0.472505092;9.5;0.665346535;0.114589156;-0.16070901;-0.16070901;-0.160442926;-0.078892848;-0.121111268;-0.146792107;-0.078900792;-0.163944869;-0.32361516;0.097641857;-0.052164994;-0.15049996;0.109829743;0;410.3;131.3;0;-84;457.6;220.8;678.4;106;61.1;0;-47.9;169.4;-363.7;0;-533.1;82.9;451.5;0.04057824;-0.133333333;0;0.478873239;-0.064212679;2.079497908;0.209916176;0.018251681;6.188235294;0;-0.70863747;0.030413625;2.339761249;-1;0.834480385;-0.370539104;0.389230769;-0.16603767
557.725;427.188;130.537;0.234052625;86.081;0;44.456;0.079709534;1.243;2.363;0;10.883;0;32.453;0.058188175;30.905;0.055412614;9.12;64.872;0.116315388;0.144673515;0.273059959;-0.139363771;-0.018852225;0;-0.304723178;-0.894095595;0.913360324;-1;-0.310591663;-1;-0.415313936;-0.443203315;-0.443203315;-0.441860465;-0.180950457;75.107;224.893;250.232;3.178;553.41;0.682409229;200.379;34.287;4.5;11.767;6.622;0;810.965;70.31;59.98;10.935;244.74;385.965;0.475932993;71.825;13;16.365;6.707;493.862;0.608980659;280.047;280.047;0.345325631;317.103;0.391019341;810.965;0;82.97605;79.48956959;167.445;422.182;142.135;67.028;192.1947304;116.2113273;41.68617732;0;-0.412763196;0.726599208;0.253359646;0.04573873;0.200874926;0.217865109;1.051885099;-0.758700198;-0.662265721;-0.528951487;0;0.142799769;39.43128235;0.220321051;-0.156510336;0.373046239;0.594237918;1.37030559;-0.889269348;-0.137549407;-1.12365185;0.392973391;-0.211339596;-0.211339596;-0.106983542;0.142799769;-0.206677819;-0.157330291;-0.234498649;0.090534777;3.43603508;-1.69924263;-0.056841237;0.163853015;-0.022853162;-1;32.453;20.416;-3.454;-4.19;45.225;0.741;45.966;16.002;0.774;0;-146.84;33.95;-4.917;89.776;50.909;-50.384;-2.473;-0.415313936;0.337526205;-2.447004608;-0.665121483;-0.254254337;-1.03720253;0.128664735;-0.657308063;-0.472752044;-1;1.327726963;-0.001323724;1.697202414;17.39672131;-2.64551684;-0.052985734;-0.928447428;0.44694542
594.574;469.514;125.06;0.210335467;88.472;0;36.588;0.061536495;3.83;2.491;0;8.904;0;29.023;0.0488131;28.837;0.048500271;8.51;57.896;0.097373918;0.066070196;0.099080499;-0.041957453;0.027776164;0;-0.176983984;2.081255028;0.05416843;0;-0.181843242;0;-0.105691307;-0.066914739;-0.066914739;-0.066885965;-0.107534838;76.046;256.276;210.703;2.755;545.78;0.684292418;193.17;33.262;4.3;13.2;7.871;0;797.583;71.538;65.294;5.965;219.239;362.036;0.453916395;65.599;14.249;14.599;5.9;462.383;0.57973026;296.067;296.067;0.371205254;335.2;0.42026974;797.583;0;87.23933;83.34980978;183.744;433.204;137.137;61.091;179.1653444;147.6911915;53.17056827;0;0.012502164;0.139546362;-0.157969404;-0.13310258;-0.013787246;-0.035976824;-0.029894712;-0.044444444;0.121781253;0.188613712;0;-0.016501329;0.01746551;0.088596199;-0.454503887;-0.10419629;-0.06199785;-0.08668291;0.096076923;-0.107913229;-0.120322052;-0.063740478;0.057204683;0.057204683;0.057069785;-0.016501329;0.051379645;0.048562852;0.097339425;0.026107224;-0.035163753;-0.088574924;-0.067792629;0.270884646;0.27549638;0;29.023;21.308;-3.566;-1.835;44.93;-0.571;44.359;13.831;1.109;0;-16.919;23.624;0;-4.639;-28.498;0.185;12.005;-0.105691307;0.043691223;0.032426173;-0.562052506;-0.006522941;-1.770580297;-0.034960623;-0.135670541;0.432816537;0;-0.884779352;-0.304153166;-1;-1.051673053;-1.559783142;-1.003671801;-5.85442782;-0.24116737
4549.2;3364.6;1184.6;0.260397433;553.3;48;583.3;0.128220346;30;92.4;0.4;186.2;0.8;335.1;0.073661303;319.4;0.070210147;0.73;785.7;0.172711686;-0.018468974;0.000505516;-0.068637471;0.004356508;-0.112754159;-0.125356125;0.657458564;0.076923077;-0.996415771;-0.156320797;0;0.251774374;0.251077164;0.251077164;0.25862069;-0.09896789;1097.8;1524.4;20.6;110.2;2753;0.451666885;518.6;52.4;23.1;2664.4;83.7;0;6095.2;589.5;347.9;84.9;807.9;1830.2;0.300269064;2492.9;299.9;146.3;82.9;4852.2;0.796069038;1197.4;1197.4;0.196449665;1243;0.203930962;6095.2;0;2.74175;-3.359062739;922.8;4279.8;3082.4;1984.6;2.109983356;118.7862701;35.25445993;0;1.005480453;0.061116525;0.12568306;1.040740741;0.33881243;0.041574613;1.007662835;0;0.096551156;-0.017605634;-1;0.181881641;6.47148289;0.150082645;0.017985612;0.037098845;0.471458434;0.078710515;0.063098192;0.033922261;0.538033395;0.203333085;0.09321647;0.09321647;0.10498711;0.181881641;0.095315521;0.101396688;0.135753846;0.227992655;0.289761078;0.077123474;0.146912842;0.073870014;0.12346788;-1;524;202.4;0;-180.3;546.1;-37.2;508.9;156.6;11.4;8.6;-325.4;255.1;-41.8;693.3;396.4;577.3;97.2;0.072891073;-0.01316431;0;0.577427822;-0.05714779;-1.767010309;-0.189262386;-0.075560803;2;-2.131578947;0.232575758;0.021625951;0.247761194;2.093708166;-7.707275804;0.90653897;-0.595337219;0.2975409
4689.4;3500.4;1189;0.253550561;564.6;38.7;585.7;0.124898708;2.5;87;1.1;162.3;0.6;338.4;0.07216275;316.6;0.067513968;0.7017;789.4;0.168337101;0.030818605;0.04036141;0.003714334;0.020422917;-0.19375;0.004114521;-0.916666667;-0.058441558;1.75;-0.128356606;-0.25;0.009847807;-0.008766437;-0.008766437;-0.038767123;0.004709177;369.2;1620.3;19.9;56.5;2065.9;0.384725688;486.3;124.3;0;2605.3;86.8;1.2;5369.8;209;372.8;92.5;870.8;1545.1;0.287738836;2240;299.7;124.4;127.9;4337.1;0.807683713;989.1;989.1;0.184196804;1032.7;0.192316287;5369.8;0;2.26749;-3.705098565;520.8;3438.1;2449;2079.8;2.111544395;122.384047;37.5827593;0;-0.663691018;0.062909997;-0.033980583;-0.487295826;-0.249582274;-0.06228307;1.372137405;-1;-0.022181354;0.037037037;0;-0.119011681;-0.645462256;0.071572291;0.089517079;0.07785617;-0.155775325;-0.101448113;-0.000666889;-0.149692413;0.542822678;-0.106158031;-0.173960247;-0.173960247;-0.16918745;-0.119011681;-0.172977113;0.103015589;-0.435630689;-0.196668069;-0.205489229;0.047969364;0.000739835;0.030287818;0.06604269;0;503.2;203.7;0;-163.7;543.2;-59.5;483.7;142.3;8.9;-21.9;-312.8;295.4;-33.4;-547.8;-876.9;-733.7;46;-0.039694656;0.006422925;0;-0.092068774;-0.005310383;0.599462366;-0.049518569;-0.091315453;-0.219298246;-3.546511628;-0.038721573;0.157977264;-0.200956938;-1.790134141;-3.212159435;-2.270916335;-0.526748971;-0.46143394
5860.151;4994.363;865.788;0.147741585;362.917;12.161;490.71;0.08373675;-15.919;57.71;52.957;87.055;51.801;328.87;0.056119714;188.445;0.032157021;107.24;756.636;0.129115444;0.169248091;0.172643883;0.150036861;0.11656119;-0.439740164;0.208353649;1.606254093;0.088498246;0.180758082;0.150319111;0.490719157;0.259112071;0.255965076;0.255965076;0.25544369;0.219912356;382.824;1170.376;473.306;0;2026.506;0.379912841;1423.842;409.353;28.663;1064.28;142.607;238.883;5334.134;189.234;1227.036;145.232;626.114;2187.616;0.410116431;1146.962;180.609;77.702;79.368;3672.257;0.688444835;1010.589;1010.589;0.189456995;1649.457;0.309226765;5334.134;0;575.02784;-30.55032231;-161.11;2346.785;1336.196;953.372;31.50161742;61.68291227;76.26729074;59.291;-0.476010649;0.444395079;0.217416579;-1;0.047050751;0.177449992;0.251143855;-0.316978434;0.621589501;0.654047346;0;0.253207593;0.488578081;0.37032086;0.466190159;0.114728472;0.299608089;0.203590954;0.27385898;0.320496916;0;0.294478091;0.16889881;0.16889881;0.173450376;0.253207593;0.168622806;-1.257763998;-1.638937471;0.206797251;0.237133752;1.727980794;0.022584374;0.106743473;0.10783986;4.14947021;328.87;280.569;1.126;-30.059;580.506;59.789;640.295;401.988;4.852;-578.197;-1162.897;16.693;0.375;232.227;188.586;-335.226;372.735;0.259112071;0.239826423;0;27.41115312;0.193398447;0.86549142;0.234944;0.051677633;0.049081081;38.04098582;2.420406014;0.188029322;-0.225206612;-19.51151853;-4.670487943;-3.653321936;0.612970929;-0.079708395
6436.297;5535.284;901.013;0.139989345;353.338;17.947;529.728;0.082303225;37.239;62.746;79.292;78.534;61.746;408.141;0.063412394;227.912;0.035410423;141.8108;820.897;0.127541815;0.098315897;0.108306305;0.04068548;-0.026394465;0.475783242;0.079513358;-3.339280106;0.087263906;0.497290254;-0.09788065;0.191984711;0.241040533;0.209435114;0.209435114;0.322368519;0.084929874;1031.072;1360.777;476.807;0;2868.656;0.47844975;1481.625;407.581;57.915;1082.542;96.566;0.846;5995.731;419.538;1231.314;31.741;846.716;2529.309;0.421851647;1347.945;167.777;20.217;0;4065.248;0.678023747;1183.53;1183.53;0.197395447;1923.926;0.320882641;5995.731;0;673.12188;57.43600243;339.347;2951.013;1767.483;736.411;31.3255151;71.77037084;81.00130934;159.385;1.693331662;0.162683616;0.007396906;0;0.415567484;0.040582452;-0.004328782;1.02054914;0.017159018;-0.322852314;-0.996458517;0.124030817;1.21703288;0.00348645;-0.781446238;0.352335198;0.156194232;0.17523074;-0.071048508;-0.739813647;-1;0.107016203;0.171128916;0.171128916;0.166399609;0.124030817;0.170590071;-2.880045711;-3.10630625;0.257470539;0.322772258;-0.227572238;-0.005590263;0.163537327;0.062071414;1.688182018;429.525;282.602;0;-58.001;654.126;-32.835;621.291;482.548;17.098;152.651;-287.463;20.217;0.95;414.068;322.501;645.917;283.366;0.306063186;0.007245989;-1;0.929571842;0.126820395;-1.549181288;-0.029680069;0.200403992;2.523907667;-1.264012093;-0.752804419;0.211106452;1.533333333;0.783031258;0.710100432;-2.92681057;-0.239765517;-0.033876896
2669.32;1752.352;916.968;0.343521196;562.231;40.019;314.718;0.117901938;36.838;78.056;72.496;132.186;79.876;148.694;0.055704824;145.866;0.054645378;0.71;511.802;0.191734974;0.002723068;-0.029982574;0.071781475;-0.014271413;-0.314942568;0.387847438;-0.286693517;-0.012374421;1.090366483;0.406144289;0.390889462;0.160601945;0.163855422;0.163855422;0.163934426;0.213399021;606.846;502.263;397.378;38.124;1544.611;0.265904903;3208.033;406.871;13.513;608.14;16.408;11.309;5808.885;57.07;237.875;16.869;152.023;463.837;0.079849575;1381.407;531.593;507.761;117.412;3002.01;0.516796253;2774.378;2774.378;0.477609386;2806.875;0.483203747;5808.885;0;13.49853;10.53967277;1080.774;4212.855;1438.477;831.631;80.71919911;64.3551588;49.75463468;56.379;0.180501033;0.144049729;0.052149692;0.025638266;0.12915691;0.037899776;-0.026212056;-0.030005025;0.039216256;-0.391484943;-0.374744291;0.052178319;-0.892205638;-0.03001994;-0.135011794;0.117684684;-0.501351876;0.423384018;0.023910828;0.115448323;0.77051949;0.020605834;0.086702245;0.086702245;0.08818152;0.052178319;0.08670167;0.100823545;1.468963595;0.039449362;-0.040978891;-0.156462468;0.058741824;0.0683507;0.044642857;-0.893167568;280.88;197.084;0;-45.393;432.571;-46.868;385.703;235.971;21.111;-0.107;-214.765;15.415;0;-69.909;-72.814;100.356;137.557;0.264518917;0.010557621;0;-0.387408907;0.260959805;-7.672551253;0.101778772;-0.225684828;0.801894845;-1.010889477;-0.212325376;0.499951348;0;48.05894737;6.819372852;0.107144433;2.47761345;0.12923347
2806.213;1829.697;976.516;0.347983564;606.607;36.558;333.351;0.118790341;36.226;56.951;60.125;-45.888;96.184;394.573;0.140606932;391.622;0.139555337;1.7741;545.898;0.194531919;0.051283848;0.044137822;0.064940107;0.078928412;-0.08648392;0.059205384;-0.01661328;-0.270382802;-0.170643898;-1.347147202;0.204166458;1.653590595;1.684806603;1.684806603;1.498732394;0.066619513;815.33;506.016;403.549;35.926;1760.821;0.304472062;3000.314;390.336;3.652;592.366;22.633;13.072;5783.194;371.038;247.486;6.613;197.396;822.533;0.142228153;1119.986;500.311;331.128;157.11;2931.068;0.506825121;2845.636;2845.636;0.492052662;2852.126;0.493174879;5783.194;0;13.81499;10.93916993;938.288;4336.66;1491.024;675.694;79.88709469;65.57268372;48.24851289;369.906;0.343553389;0.007472181;0.015529295;-0.057653971;0.139976991;-0.064749646;-0.040639416;-0.72974173;-0.025938106;0.379388103;0.155893536;-0.004422708;5.501454354;0.040403573;-0.607979133;0.298461417;0.773323387;-0.189242562;-0.058845771;-0.347866417;0.338108541;-0.0236315;0.025684316;0.025684316;0.016121487;-0.004422708;0.023444034;0.037904133;-0.131836998;0.029387434;0.036529607;-0.18750744;-0.010308631;0.018918839;-0.030270985;5.561059969;348.667;212.547;0;-52.612;508.602;-42.792;465.81;183.674;10.196;-4.092;-205.328;20.553;0;6.344;-13.069;207.297;266.268;0.241337938;0.078458931;0;0.159033331;0.175765366;-0.086967654;0.207690892;-0.221624691;-0.517029037;37.24299065;-0.043941052;0.333311709;0;-1.090746542;-0.820515286;1.065616406;0.935692113;0.54686893
4253.57865;1673.721293;2579.857357;0.606514554;1583.730859;59.67168;936.45482;0.220156931;982.1513169;231.5647458;1486.610058;1.956861518;0;198.4744695;0.046660585;203.9083296;0.047938065;1.5117;1771.90871;0.416568931;-0.318609605;-0.104571976;-0.410090843;0.024892506;0.084386599;-0.662297796;60.85622069;0.541636381;0;-0.676341154;0;-0.924610224;-0.922027152;-0.922027152;-0.923248765;-0.487422826;698.1016854;518.872156;109.2058899;99.3500734;1425.529805;0.063847292;20770.32845;66.2362515;0;65.0828197;0;0;22327.17733;3670.116695;245.4829963;1.6182476;356.5567571;4273.774696;0.191415808;8432.016843;0;0;3.3484;12709.13993;0.569222869;9557.413364;9557.413364;0.428061874;9618.037395;0.430777131;22327.17733;0;67.36754;66.9087922;-2848.244892;21659.5469;12102.13354;11404.03185;20.66337099;56.14927835;40.04388371;0;-0.15903016;-0.343045802;0.359983085;0.235066551;-0.199442044;0.258935036;-0.767465874;0;-0.41040259;0;0;0.195614154;2.535825642;0.916255169;-0.777585222;0.057651017;1.829409562;0.2421163;0;0;-0.740005016;0.529049801;-0.069990437;-0.069990437;-0.071836939;0.195614154;-0.107012258;-0.103463175;-11.54173611;0.196455739;0.546320311;0.630010634;0.071693509;0.416044502;0.136006583;-1;200.431331;835.4538899;0;441.3016672;1477.186888;295.1333502;1772.320238;1930.641253;0;-234.4790417;-1928.743182;880.9320235;0;943.1484618;45.38574954;-111.0371937;-1039.25304;-0.924041362;0.221704715;0;55.76994682;-0.556441184;-4.44629972;-0.453774706;-0.488206741;0;-0.150773296;-0.52358076;-0.5744948;-1;-0.670333572;-0.954329169;-1.584372371;-0.599973151;0
4064.96774;2344.792811;1720.174929;0.423170623;1704.468966;77.14108;-61.43512;-0.015113311;126.1519474;388.3588666;37.62818077;4.496865189;-4.529930374;-370.2970092;-0.091094698;-352.8716566;-0.086807985;-2.4799;991.18678;0.243836321;-0.0443417;0.400945797;-0.333228667;0.076236506;0.292758642;-1.065603934;-0.871555487;0.677107045;-0.974688601;1.297998682;0;-2.86571608;-2.730540667;-2.730540667;-2.640470993;-0.440610696;473.1835769;725.4020135;158.8756944;900.1374675;2257.598752;0.112414501;17469.21035;334.3227519;0;21.6752775;0;0;20082.80713;2125.804886;39.84161385;4.7603817;327.80381;2498.210691;0.124395493;8802.714622;0;0;0.95698;11301.8823;0.562764071;8753.998414;8753.998414;0.435895159;8780.924834;0.437235929;20082.80713;0;61.82687;61.67378678;-240.611939;19682.51792;10928.51951;10455.33593;20.8653357;55.86269079;21.74677224;0;-0.322185311;0.398036116;0.454827158;8.060259713;0.583691021;-0.158934324;4.047428626;0;-0.666958537;0;0;-0.100521896;-0.420780029;-0.837701126;1.941689331;-0.08064059;-0.415455688;0.043963121;0;0;-0.714197826;-0.110727999;-0.084061965;-0.084061965;-0.087035694;-0.100521896;-0.082245396;-0.078240919;-0.915522735;-0.091277486;-0.096975796;-0.083189519;0.009774044;-0.005104029;-0.456926496;0;-365.800144;1052.621905;0;-7.927378155;678.8943828;-439.9405556;238.9538272;737.568554;1253.476373;-16.53259261;200.1352998;0;-9.332648527;-599.2651505;-637.6042328;-198.5151057;-498.61473;-2.825064685;0.259940157;0;-1.017963626;-0.540414021;-2.490650092;-0.865174576;-0.61796706;0;-0.929492237;-1.103764618;-1;0;-1.635387932;-15.04855575;0.787825315;-0.520218166;-0.13002008
7094.252893;5328.878253;1765.37464;0.248845744;124.2984998;0;1641.07614;0.231324731;-38.63331961;409.0092529;2040.007136;274.6324963;5.039128372;-1116.166934;-0.157333965;-1116.166934;-0.157333965;-12.3459;3550.90579;0.500532733;-0.206812042;-0.161070513;-0.318907992;-0.667421552;0;-0.260188277;-1.590862207;-0.043981118;-0.377841593;-0.159948121;0.248517472;-0.360733657;-0.360733657;-0.360733657;-0.591107358;-0.181287322;921.0239;3966.42816;119.64703;128.25473;5135.35382;0.177143027;22807.82269;128.25473;828.06074;31.84849;22.38002;36.15234;28989.87283;1501.18288;296.10488;217.77481;1758.55311;3773.61568;0.130170136;13491.70898;30.98772;26.68387;3748.65335;21071.6496;0.726862437;7918.22323;7918.22323;0.273137563;7918.22323;0.273137563;28989.87283;0;42.82257;42.65033332;1361.73814;22911.11509;14992.89186;14071.86796;6.128601487;205.8911693;27.20246834;1501.18288;-0.145692739;-0.017505774;1.017518872;-0.052951008;-0.032876368;-0.047794967;0.745765009;-0.175754056;-0.182238508;-0.397992827;0.237692857;-0.047826194;-0.395798671;-0.416176693;0.012492596;-0.192701099;-0.299256709;0.0434381;-0.710669153;-0.08646464;0.031195631;-0.045960722;-0.052755159;-0.052755159;-0.052755159;-0.047826194;-0.699543807;-0.699351538;-19.099441;-0.036288872;-0.027359351;-0.018460786;0.960777699;0.581535457;-0.002921471;-0.395798671;-841.5344381;1909.829653;0;1653.673961;2721.969176;-228.4404862;2493.528689;3371.176881;0;0;-3371.176881;0;806.2605395;-53.75070264;752.5098369;-125.1383546;-860.01124;-0.406989711;-0.098689292;0;-0.413005993;-0.226064355;-0.647135544;-0.131071642;-0.133189925;-1;0;0.046689459;-1;0;-0.578559503;-2.860731295;-0.834375798;-0.336611724;0.07485032
5174.701486;4018.246633;1156.454853;0.223482428;274.4410373;0;882.01382;0.170447285;-216.5769667;348.837704;-35.54507411;19.0124815;7.439666673;340.5714077;0.065814696;328.9985929;0.063578275;1.8186;2771.68915;0.535623003;-0.270578373;-0.245948877;-0.344923833;1.207919143;0;-0.462539368;4.605963164;-0.147115373;-1.017423995;-0.930771188;0.476379668;-1.305125871;-1.294757516;-1.294757516;-1.147303963;-0.219441654;1202.36445;1877.97876;260.10333;125.96199;3466.40853;0.123816758;23571.25083;127.59786;633.899625;54.801645;94.062525;48.25816;27996.27918;1822.35918;361.52727;79.339695;2001.486945;4264.71309;0.152331425;9798.8613;34.35327;2.453805;3594.82432;17695.20579;0.632055627;7946.238525;7946.238525;0.28383195;10301.07339;0.367944373;27996.27918;0;42.96634;42.670022;-798.30456;19567.45901;11621.22048;10418.85603;17.24743328;206.1189937;28.85945839;1822.35918;0.305464983;-0.526531508;1.173922161;-0.017876456;-0.324991295;0.033472206;-0.005121604;-0.2344769;0.720698375;3.202968764;0.33485578;-0.034273819;0.213948816;0.220943302;-0.635680109;0.138144156;0.130139752;-0.273712373;0.108609152;-0.908041637;-0.041035811;-0.160236331;0.003538078;0.003538078;0.30093243;-0.034273819;0.003357342;0.00046163;-1.586239407;-0.145940347;-0.224884659;-0.259596803;1.814252699;0.001106528;0.060913224;0.213948816;359.5838892;1889.675335;0;-115.7281482;2133.531076;2611.323002;4744.854078;3661.969262;2437.73078;0;-1516.865372;0;0;-2908.909669;-2908.909669;319.0790373;1082.88482;-1.427295513;-0.01055294;0;-1.069982446;-0.21618103;-12.43108669;0.902867249;0.086258417;0;0;-0.550048714;0;-1;53.11854221;-4.865610158;-3.549810075;-2.259151939;-0.51381214
400.342;397.256;3.086;0.007708409;0;0;3.086;0.007708409;1.697;4.482;31.436;-0.884;0;-30.251;-0.075562894;-30.251;-0.075562894;-302.62;9.788;0.024449096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53.3;77.188;137.385;10.126;277.999;0.093345296;23.766;1.216;0;2670.106;5.092;0;2978.179;25.485;216.467;13.238;154.54;409.73;0.137577359;619.929;1.787;187.021;59.111;1277.578;0.428979588;1699.276;1700.601;0.571020412;1700.601;0.571020412;2978.179;0;4175.53568;-2385.566149;-131.731;2346.015;645.414;592.114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-31.135;7.419;0;5.568;-18.148;-18.981;-37.129;5.238;0.017;1.162;-1970.105;0;1500.75;559.377;2060.127;53.3;-39.767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3955.542;3860.076;95.466;0.024134746;0;0;95.466;0.024134746;1.228;47.114;12.761;8.077;0;28.742;0.007266261;28.742;0.007266261;-333.3;150.193;0.037970271;8.880407252;8.716847574;29.93519119;0;0;29.93519119;-0.276370065;9.511825078;-0.59406413;-10.13687783;0;-1.950117351;-1.950117351;-1.950117351;0.10138127;14.34460564;156.073;172.978;400.444;19.821;749.316;0.169568942;32.251;4.479;0;3617.368;15.532;0;4418.946;44.218;370.097;16.486;246.718;677.519;0.153321403;893.274;1.444;258.995;212.659;2043.891;0.462529074;2373.256;2375.055;0.537470926;2375.055;0.537470926;4418.946;0;4148.55577;-2174.762441;71.797;3312.547;937.492;781.419;25.427943;11.54210852;25.96275589;0;1.928198874;1.24099601;1.914757797;0.957436303;1.695390991;0.357022637;2.683388158;0;0.354765691;2.050274941;0;0.483774481;0.735059839;0.709715569;0.245354283;0.596466934;0.653574305;0.440929526;-0.191941802;0.384844483;2.597621424;0.599816997;0.39662774;0.396597438;0.396597438;0.483774481;-0.006461425;-0.088366323;-1.545027366;0.411988841;0.452543639;0.319710394;0;0;0;0;36.819;54.727;0;-24.044;67.502;73.709;141.211;28.58;0.127;0;-760.202;0;425.63;295.091;720.721;102.773;133.595;-2.18255982;6.37660062;0;-5.318247126;-4.719528323;-4.883304357;-4.803253522;4.456281023;6.470588235;-1;-0.614131227;0;-0.716388472;-0.472464903;-0.650157005;0.928198874;-4.35944376;0.026727319
