Date;ETCBTC;Open*;High;Low;Close**;Volume;Market Cap;ETH Open*;ETH High;ETH Low;ETH Close**;ETH Volume;ETH Market Cap;XRP Open*;XRP High;XRP Low;XRP Close**;XRP Volume;XRP Market Cap;LTC Open*;LTC High;LTC Low;LTC Close**;LTC Volume;LTC Market Cap
2019-07-27;0.021884048;9871.16;10167.32;9411.52;9477.68;16817809536;1.691E+11;219.62;223.52;204.9;207.41;6257703908;22208955063;0.323512;0.326285;0.307301;0.310528;1163969614;13300742951;94.32;95.65;87.7;88.89;2626517608;5586678799
2019-07-26;0.022251603;9913.13;9916.52;9717.98;9870.3;14495714483;1.76086E+11;219.63;220.24;214.13;219.63;5729852178;23514586698;0.31474;0.324508;0.30972;0.32353;1039753781;13857657307;93.41;94.55;90.75;94.31;2260844511;5925662076
2019-07-25;0.022157339;9809.1;10154.25;9773.96;9911.84;15821952090;1.76806E+11;216.97;224.25;216.14;219.62;6731281160;23510336984;0.315859;0.321363;0.313881;0.31481;1086214216;13484184546;94.36;95.85;92.47;93.45;2690273677;5870441888
2019-07-24;0.02212103;9887.73;9908.8;9614.31;9811.93;17398734322;1.75006E+11;212.55;217.54;203.89;217.05;7168982843;23232101232;0.309885;0.316471;0.305276;0.315947;1222619064;13532870285;90.46;96.42;88.15;94.31;3247150970;5923434071
2019-07-23;0.021486208;10346.75;10346.75;9883.6;9900.77;17851916995;1.76573E+11;217.57;218.52;209.64;212.73;6976091534;22767023810;0.322267;0.322349;0.307652;0.309926;1015322888;13274967598;95.41;95.48;89.44;90.62;2700924026;5690513769
2019-07-22;0.021034292;10596.95;10651.79;10154.92;10343.11;16334414913;1.84443E+11;225.7;226.86;213.45;217.56;6338843919;23281138563;0.331368;0.33167;0.318133;0.322106;1079720970;13796653786;99.56;100.25;92.3;95.42;2693989249;5990269582
2019-07-21;0.021287636;10777.53;10841.89;10389.6;10599.11;17130580467;1.88987E+11;229.17;229.86;219.03;225.63;6685082868;24141704293;0.333682;0.33587;0.323308;0.331309;1045044900;14190843704;100.51;101.47;96.95;99.63;2829054215;6253213998
2019-07-20;0.02127956;10525.82;11048.66;10451.28;10767.14;20206615155;1.91964E+11;221.41;234.2;221.19;229.12;7976245988;24511869214;0.32049;0.340477;0.320079;0.333209;1288327249;14272232666;98.46;104.61;97.71;100.61;3771308934;6313476233
2019-07-19;0.021017536;10653.96;10716.98;10229.63;10530.73;20727426310;1.87726E+11;226.66;226.94;215.84;221.33;7606433131;23675884534;0.322964;0.324509;0.314147;0.320605;1181194676;13732383140;101.08;101.18;95.72;98.4;3983990085;6173653347
2019-07-18;0.021241309;9698.5;10736.84;9376.8;10666.48;25187024648;1.9013E+11;211.44;229.24;208.04;226.57;9327816059;24232572603;0.310748;0.326506;0.306624;0.323176;1460358426;13842515320;89.69;103.15;87.45;101.09;4890332056;6340559063
2019-07-17;0.021816006;9471.21;9963.13;9163.13;9693.8;24569921549;1.72777E+11;199.07;217.98;193.99;211.48;9387747640;22616651114;0.296762;0.322181;0.29455;0.310613;2478342585;13304378913;79.41;93.05;77.5;89.81;4616360556;5632042532
2019-07-16;0.021016835;10896.65;10996.63;9448.11;9477.64;24151199070;1.68909E+11;229.75;234.51;197.38;199.19;9036620494;21298941499;0.315186;0.320242;0.291294;0.296726;1527503243;12630613062;90.9;92.06;77.5;79.5;3703346636;4984318767
2019-07-15;0.021090234;10257.84;11052.77;9992.01;10895.09;25384047207;1.94148E+11;227.97;235.03;210.39;229.78;9723674244;24566488597;0.306575;0.321783;0.298669;0.31531;1638295919;13421671800;89.86;92.63;85.68;90.92;3570361793;5699307530
2019-07-14;0.022189808;11381.02;11451.2;10234.58;10256.06;22486000001;1.82742E+11;269.28;269.64;227.27;227.58;8578339386;24328422207;0.332685;0.334864;0.305326;0.306426;1365358144;13043521742;101.11;101.68;88.81;89.77;3717531246;5625773339
2019-07-13;0.023652652;11813.13;11841.96;10908.48;11392.38;21042616384;2.02968E+11;276.29;276.69;263.07;269.46;6716829429;28801816023;0.344704;0.345083;0.325289;0.332179;1076509239;14139724265;105.29;105.59;98.01;101.02;3353538171;6329505235
2019-07-12;0.023381875;11354.3;11905.49;11179.14;11815.99;23534692797;2.10494E+11;268.69;278.86;268;276.28;8148936015;29526802979;0.330343;0.349789;0.323298;0.344118;1641965115;14647922420;102.83;106.36;101.21;105.3;3611846208;6595612500
2019-07-11;0.023655959;12139.71;12144.62;11158.92;11358.66;28595327690;2.02324E+11;289.95;290.02;266.09;268.7;10216287022;28713849048;0.363446;0.363634;0.322926;0.330335;2056220396;14061255160;108.57;108.57;97.28;102.64;4633853162;6427725958
2019-07-10;0.023855531;12571.54;13129.53;11710.98;12156.51;33627574244;2.16516E+11;308.85;313.07;285.57;290;11679985167;30985827113;0.394857;0.39792;0.352078;0.363775;2300685763;15484656712;119.5;120.1;103.82;108.5;4699511838;6792744022
2019-07-09;0.024565347;12284.33;12779.13;12233.26;12573.81;28167921523;2.23928E+11;313.33;318.22;305.29;308.88;10055159803;32998749928;0.401645;0.406549;0.391286;0.394168;1413299253;16778394835;123.25;124.17;118.23;119.43;3785641025;7475393728
2019-07-08;0.025496583;11446.6;12345.83;11393.37;12285.96;23482551458;2.18778E+11;305.73;314.27;303.5;313.25;9078905628;33461369498;0.397261;0.40269;0.392328;0.401533;1253488309;17091878214;120.28;125.08;118.6;123.29;3803750017;7714781783
2019-07-07;0.026696708;11217.62;11541.62;11148.8;11450.85;19369044277;2.03882E+11;287.6;310.14;286.11;305.7;8119724981;32650611906;0.389503;0.398887;0.387624;0.397047;1210813690;16900947895;118.03;120.33;117.64;120.32;3348662401;7527688155
2019-07-06;0.025654523;10982.54;11620.97;10982.54;11208.55;21092024306;1.99546E+11;287.89;295.99;286.67;287.55;7674615025;30707785756;0.379139;0.408374;0.378463;0.389055;1521409875;16560748581;118.38;121.29;117.33;117.82;3484378308;7369730846
2019-07-05;0.026233188;11203.1;11395.66;10874.96;10978.46;23838480210;1.95425E+11;284.38;293.92;282.69;288;8723493015;30751916427;0.388729;0.388729;0.375611;0.378964;1286860595;16131219596;119.84;120.65;117.15;118.35;4110868217;7401137488
2019-07-04;0.025368599;11972.72;12006.08;11166.57;11215.44;25920294033;1.99617E+11;303.03;303.96;282.77;284.52;8403513106;30377082394;0.408316;0.408655;0.387974;0.388719;1385563454;16546425930;122.5;126.67;119.05;119.98;4564200301;7501164315
2019-07-03;0.025340119;10818.16;11968.08;10818.16;11961.27;30796494294;2.12867E+11;291.76;303.34;291.4;303.1;9926711979;32356299765;0.400178;0.409239;0.396724;0.408532;1436716899;17389810699;119.33;123.74;118.37;122.56;4529682890;7661188686
2019-07-02;0.026995801;10588.68;10912.19;9737.88;10801.68;31015895223;1.92207E+11;293.54;295.66;272.6;291.6;10618413952;31124332021;0.406414;0.409737;0.384477;0.400204;1676193189;17035325314;122.56;123.29;112.65;119.24;4761878443;7451762463
2019-07-01;0.027746045;10796.93;11206.44;10089.31;10583.13;29378589324;1.88298E+11;290.27;301.03;280.02;293.64;10292223948;31338571563;0.3959;0.417618;0.389673;0.406862;1783852226;17318727257;122.11;126.02;114.22;122.58;5034162436;7658690466
2019-06-30;0.026873967;11931.99;12178.38;10799.01;10817.16;27256473494;1.92442E+11;319.58;322.79;290.7;290.7;10303111000;31020295932;0.42918;0.42918;0.396411;0.396411;1570726856;16873846275;133.72;136.26;120.44;122.25;5525273220;7636046758
2019-06-29;0.026762279;12400.76;12400.91;11508.38;11959.37;29923961128;2.1274E+11;311.28;322.04;294.75;320.06;10929374565;34149263832;0.427877;0.429711;0.405958;0.429378;1775096156;18277144071;120.16;135.74;116.22;133.66;5745785825;8347117542
2019-06-28;0.025084365;11162.17;12445.18;10914.49;12407.33;35087757766;2.20681E+11;294.14;313.03;292.94;311.23;11514656820;33202586960;0.409027;0.427994;0.402158;0.427315;1974643651;18189360758;114.41;122.02;113.47;120.15;4683311766;7501601230
2019-06-27;0.026314495;13017.12;13311.14;10491.85;11182.81;39977475223;1.98879E+11;336.96;343.43;278.57;294.27;14038092503;31389390615;0.467701;0.470648;0.395387;0.408754;3038678719;17399283014;131.22;132.04;110.67;114.4;5588611122;7141234400
2019-06-26;0.025871547;11778.58;13796.49;11755.6;13016.23;45105733173;2.31462E+11;317.99;361.4;315.95;336.75;16437084081;35916727561;0.468444;0.49431;0.460844;0.467451;3581004665;19897799407;136.48;138.32;128.94;131.27;5565887285;8191677323
2019-06-25;0.026980931;11007.2;11790.92;11007.2;11790.92;24879684533;2.09648E+11;310.68;318.13;307.64;318.13;9641764965;33925713000;0.470534;0.473553;0.458875;0.468229;1958460938;19930916236;135.58;138.12;130.89;136.49;4411092400;8515726713
2019-06-24;0.028191552;10853.74;11065.9;10610.43;11011.1;19271652365;1.95763E+11;307.72;312.33;299.56;310.42;8205712062;33100160024;0.468564;0.472181;0.452162;0.470088;1641873591;20010034989;136.92;138.69;132.83;135.53;3907725105;8454028780
2019-06-23;0.028357394;10696.69;11246.14;10556.1;10855.37;20998326502;1.9297E+11;309.42;318.57;305.76;307.83;8161062380;32819043043;0.474858;0.488133;0.465424;0.468291;2114801632;19903281582;141.95;142.56;136.32;136.88;3998980168;8536077179
2019-06-22;0.028909453;10175.92;11157.35;10107.04;10701.69;29995204861;1.90214E+11;295.12;315.19;294.73;309.38;10613731255;32980338717;0.443629;0.505467;0.442571;0.474764;3641363867;20178408968;139.04;146.43;138.48;141.9;5488615002;8847068564
2019-06-21;0.029070753;9525.07;10144.56;9525.07;10144.56;20624008643;1.80293E+11;271.74;295.3;271.74;294.91;9331694140;31433771859;0.429813;0.446312;0.429535;0.443188;1546835769;18836369764;135.51;141.07;135.51;138.88;4378260963;8656823083
2019-06-20;0.028518467;9273.06;9594.42;9232.48;9527.16;17846823784;1.69305E+11;269.41;274.07;265.5;271.7;6408981097;28955655290;0.436565;0.436714;0.423504;0.429823;1296288449;18268310634;136.6;137.08;132.64;135.48;3880682308;8442646197
2019-06-19;0.029053693;9078.73;9299.62;9070.4;9273.52;15546809946;1.64781E+11;265.06;270.33;264.75;269.43;5516510947;28710780975;0.428757;0.438121;0.426449;0.436817;1150637870;18565554265;135.15;139.34;134.03;136.6;4383960510;8510498678
2019-06-18;0.029184872;9335.47;9348.37;9004.9;9081.76;15848210536;1.61354E+11;274.32;274.32;263.14;265.05;6205242504;28240458529;0.447815;0.454499;0.423634;0.428761;1832910177;18223194815;134.47;135.92;129.75;135.16;3720828769;8418405570
2019-06-17;0.02943559;8988.92;9416.41;8988.92;9320.35;15562951919;1.65573E+11;269.09;275.44;268.35;274.35;6009795781;29227567867;0.427161;0.459385;0.427092;0.44808;1979014573;19044270772;137.13;137.28;133.05;134.44;3230230843;8371507504
2019-06-16;0.029931658;8841.44;9335.87;8814.56;8994.49;23348550311;1.59769E+11;268.9;278.14;265.54;269.22;9676746453;28677606760;0.410535;0.438876;0.408303;0.427516;1981370152;18170284661;138.15;138.79;134.54;137.12;4372645801;8536706967
2019-06-15;0.030437705;8689.75;8859.13;8618.4;8838.38;18371033226;1.56982E+11;263.93;271.51;262.12;269.02;8126853944;28652203067;0.405759;0.412854;0.403475;0.410419;1344741903;17443622689;133.18;139.19;133.14;138.13;4329002013;8597209351
2019-06-14;0.030376715;8230.9;8710.64;8183.39;8693.83;19831162906;1.54399E+11;256.18;265.37;254.15;264.09;8676891267;28123338884;0.400839;0.407512;0.393815;0.405921;1262403987;17252452725;131.31;133.18;126.86;133.05;4352005824;8279439669
2019-06-13;0.031122888;8145.55;8311.57;8087.06;8230.92;18669407147;1.4616E+11;260.91;262.16;255.6;256.17;8442077836;27276572627;0.401696;0.407459;0.399352;0.400887;1209093571;17038475489;135.68;136.89;129.14;131.35;4947794845;8171623427
2019-06-12;0.03202854;7925.43;8196.65;7862.36;8145.86;19034432883;1.44635E+11;245.93;261.02;244.49;260.9;8645598618;27777154177;0.394351;0.403183;0.390625;0.40176;1221700743;17075593029;136.09;142.71;132.24;135.65;5855623530;8437276930
2019-06-11;0.031002648;8004.24;8026.39;7772.8;7927.71;17107279932;1.40749E+11;247.86;248.66;239.83;245.78;7382269700;26163906569;0.400674;0.402053;0.387196;0.394261;1186383476;16653166702;129.26;138.15;125.96;136.03;5441787587;8458730745
2019-06-10;0.030938724;7692.28;8031.91;7586.73;8000.33;18689275117;1.42023E+11;232.83;247.66;229.34;247.52;8141159848;26345596475;0.388186;0.404672;0.383885;0.400427;1477656039;16913630345;115;129.71;113.17;129.07;5449266884;8024339041
2019-06-09;0.030318363;7949.67;7975.97;7583.22;7688.08;16610726547;1.36465E+11;245.54;245.97;229.26;233.09;7566421456;24806123509;0.412689;0.413613;0.379967;0.388266;1575002838;16399949893;118.59;119.13;112.57;115.13;4360301111;7156126160
2019-06-08;0.030894642;8036.77;8076.89;7837.61;7954.13;16522722810;1.41173E+11;251.25;252.38;243.23;245.74;7225996863;26149221979;0.423261;0.425115;0.407667;0.412411;1244578044;17419805679;117.28;119.5;114.46;118.55;4689557936;7366835517
2019-06-07;0.031194873;7826.9;8126.15;7788.37;8043.95;19141423231;1.42755E+11;249.34;254.35;246.6;250.93;8379534528;26698353830;0.419548;0.430532;0.416001;0.42313;1659632775;17872581318;110.98;120.64;109.59;117.37;5140908477;7291832561
2019-06-06;0.031893296;7819.63;7937.34;7571.47;7822.02;19474611077;1.38801E+11;246.93;249.94;238.5;249.47;8265146806;26540057659;0.402333;0.420554;0.394918;0.41954;2014934546;17720913432;103.81;111.33;102.09;111.11;4142250662;6900772772
2019-06-05;0.031574992;7704.34;7901.85;7668.67;7824.23;21760923463;1.38825E+11;241.5;248.14;239.98;247.05;8548917062;26278874480;0.400272;0.407157;0.392688;0.402732;1768216479;16988033342;102.12;104.84;101.22;103.85;3585162872;6448454322
2019-06-04;0.031311261;8210.99;8210.99;7564.49;7707.77;24609731549;1.36743E+11;252.51;252.51;236.13;241.34;10132549747;25667971281;0.425415;0.425415;0.391093;0.400667;2537240038;16900917006;107.37;107.37;99.29;102.09;4316694183;6337614783
2019-06-03;0.030772361;8741.75;8743.5;8204.19;8208.99;22004511436;1.45619E+11;270.09;270.33;251.26;252.61;9375712917;26863086906;0.444674;0.459579;0.424949;0.425764;2544969218;17959558304;114.67;115.91;106.46;107.47;3832352496;6670082970
2019-06-02;0.030908297;8565.47;8809.3;8561.24;8742.96;20266216022;1.55077E+11;265.51;272.81;265.04;270.23;8744111713;28732949885;0.430953;0.445865;0.429799;0.444785;1595105832;18761924960;112.71;116.25;111.91;114.7;3434073037;7117549253
2019-06-01;0.030988951;8573.84;8625.6;8481.58;8564.02;22488303544;1.5189E+11;268.43;273.56;263.52;265.39;9942869852;28215330784;0.438711;0.440843;0.424181;0.430583;1740720642;18162849086;114.47;115.61;111.68;112.62;3807158511;6986544718
2019-05-31;0.031268296;8320.29;8586.66;8172.55;8574.5;25365190957;1.5206E+11;256.02;268.66;249.11;268.11;11255023515;28501098831;0.422332;0.440177;0.412928;0.438574;2225730799;18499916713;108.7;114.63;105.91;114.54;4207966341;7103874448
2019-05-30;0.030754363;8661.76;9008.31;8221.27;8319.47;29246528551;1.47525E+11;269.55;287.2;247.35;255.86;13604268584;27194892741;0.443786;0.469458;0.413677;0.422395;3527827315;17789891580;115.14;119.74;105.3;108.8;4971290022;6746180187
2019-05-29;0.031117306;8718.59;8755.85;8482.73;8659.49;23473479966;1.53537E+11;271.78;273.76;263.09;269.46;9819132174;28636457373;0.446747;0.453277;0.424314;0.443713;2538438749;18687708968;114.93;117.87;110.47;115.08;4122926836;7134213755
2019-05-28;0.031166427;8802.76;8807.02;8634.72;8719.96;24226919267;1.5459E+11;272.59;274.32;267.51;271.77;10362846898;28878512607;0.433781;0.453887;0.421021;0.446549;3193961851;18807161864;117.89;117.89;112.99;114.93;4171886802;7123212215
2019-05-27;0.030986466;8674.07;8907.17;8668.7;8805.78;27949839564;1.56094E+11;267.14;278.51;265.44;272.86;12074664736;28991071396;0.408397;0.440374;0.407021;0.434168;2736949591;18285708015;111.44;120.69;111.13;118.03;6355361291;7313766498
2019-05-26;0.030792485;8055.21;8687.52;7924.67;8673.22;26677970091;1.53725E+11;251.72;269.17;247.25;267.07;9664267731;28371943145;0.387129;0.409859;0.379447;0.408413;1848938650;17200982210;102.7;112.67;99.74;111.42;5168378349;6902346395
2019-05-25;0.031264669;7991.89;8117.93;7965.98;8052.54;22256813107;1.42708E+11;249.69;257.36;249.09;251.76;8924985385;26742086786;0.384804;0.3936;0.383478;0.38704;1363572843;16300831593;100.05;104.11;98.72;102.67;4507357465;6358963965
2019-05-24;0.031234311;7881.7;8140.72;7824.45;7987.37;25919126991;1.41539E+11;245.99;255.26;243.24;249.48;9929433206;26497014858;0.381313;0.392683;0.374502;0.384541;1872678192;16195609303;88.97;102.75;88.32;99.9;5393657682;6185976031
2019-05-23;0.03120714;7677.27;7943.79;7533.2;7881.85;24457107820;1.39654E+11;244.67;247.62;233.79;245.97;10671663487;26119891327;0.376736;0.383126;0.366805;0.381204;1595345471;16055052179;88.2;89.74;85.23;89.18;3208807269;5520439405
2019-05-22;0.031861689;7956.29;7997.61;7615.99;7680.07;24719473175;1.36064E+11;255;258.8;242.73;244.7;9818257463;25982060192;0.397493;0.407428;0.373879;0.376637;2028827460;15862699533;91.51;92;87.55;88.21;3398528443;5459427424
2019-05-21;0.032049406;7977.97;8062.17;7843.34;7963.33;25127245056;1.41066E+11;251.65;262.11;248.2;255.22;11545049593;27095257004;0.398209;0.403105;0.389302;0.397603;1811582122;16745727273;91.57;92.44;89.59;91.51;3145769021;5662154168
2019-05-20;0.031568089;8196.92;8200.97;7678.78;7978.31;23843404340;1.41316E+11;261.27;261.55;241.8;251.86;10834541285;26736046292;0.417456;0.417456;0.384647;0.398003;2258366889;16762548744;95.34;95.34;88.57;91.49;3566921483;5659972915
2019-05-19;0.031873613;7267.96;8261.94;7267.96;8197.69;25902422040;1.45185E+11;234.45;263.74;233.76;261.29;12049250894;27733299057;0.372647;0.423387;0.370944;0.4177;2803922255;17599092589;86.68;96.54;86.13;95.32;4108852208;5895349549
2019-05-18;0.032264231;7341.66;7447.27;7251.5;7271.21;21354286562;1.28762E+11;243.91;246.36;233.1;234.6;10933142646;24896520187;0.388622;0.391527;0.368175;0.372736;1866646601;15704580785;89.01;89.87;85.8;86.7;3317998478;5360906927
2019-05-17;0.033192173;7886.93;7929.15;7038.12;7343.9;30066644905;1.30035E+11;263.85;266.98;227.77;243.76;16037551694;25866318005;0.419676;0.423509;0.366435;0.386193;3644156225;16271598326;95.63;97.26;84.94;89;5319840521;5501612938
2019-05-16;0.033482944;8194.5;8320.82;7729.61;7884.91;33167197581;1.396E+11;246.94;275.39;245.8;264.01;18661465873;28010958253;0.455692;0.474619;0.401363;0.419707;4730708975;17683635997;101.57;106.21;92.57;95.59;6442000276;5907639439
2019-05-15;0.030121253;7989.37;8216.42;7899.11;8205.17;28344112920;1.45254E+11;217.01;247.45;216.82;247.15;13460006534;26219111162;0.408673;0.460802;0.407264;0.456005;4535603094;19212993088;91.66;103.14;90.82;101.74;5168624436;6286790205
2019-05-14;0.027162696;7807.88;8268.71;7696.39;7994.42;32031452227;1.41509E+11;196.74;217.87;196.05;217.15;12751049755;23033114137;0.325111;0.417289;0.323816;0.409062;5834207845;17235125077;88.05;93.37;87.66;91.62;4930071296;5659766830
2019-05-13;0.025188997;6971.18;8047.41;6898.28;7814.92;28677672181;1.38317E+11;187.42;205.1;185.31;196.85;10367149039;20876934045;0.310118;0.330486;0.308434;0.325475;1973949373;13713341569;84.63;92.37;84.3;88.06;4658762984;5438466608
2019-05-12;0.026867478;7203.51;7503.87;6815.77;6972.37;27773333680;1.2339E+11;194.16;201.88;183.65;187.33;10326050090;19864635091;0.324265;0.327684;0.307292;0.310074;2000224167;13064438400;89.54;93.18;83.82;84.57;5582599422;5221525879
2019-05-11;0.026968245;6379.67;7333;6375.7;7204.77;28867562329;1.27488E+11;173.14;203.47;173.14;194.3;12578331654;20602050120;0.300312;0.336324;0.300172;0.324543;2226303541;13674087917;77.16;94.54;77.11;89.22;5491744173;5507753609
2019-05-10;0.027142824;6175.82;6434.62;6161.52;6378.85;19419875368;1.12863E+11;170.31;175.89;168.99;173.14;8036919053;18355936406;0.296523;0.302207;0.294114;0.300387;1057594529;12656310572;74.19;78.72;73.04;77.17;3051537532;4762537746
2019-05-09;0.027579427;5982.32;6183.04;5982.32;6174.53;16784645411;1.09239E+11;170.95;172.88;167.25;170.29;6546914198;18051087500;0.300582;0.302173;0.294397;0.296509;857521678;12492913760;74.59;75.93;72.99;74.18;2436426305;4576943366
2019-05-08;0.028575202;5849.48;5989.98;5794.72;5982.46;15320605300;1.05829E+11;169.9;172.18;166.41;170.95;6416569598;18118602844;0.299022;0.3015;0.297536;0.300721;927526280;12670380604;74.65;75.32;73.1;74.62;2532851418;4603102252
2019-05-07;0.029127712;5745.6;5988.18;5741.4;5829.5;18026409033;1.03112E+11;172.43;180.39;169.69;169.8;8411140170;17994460619;0.302092;0.306428;0.299478;0.299684;1082385112;12626698623;74.98;78.01;74.67;74.69;3088433048;4606527091
2019-05-06;0.030042754;5791.69;5802.96;5653.69;5746.81;15737171804;1.0164E+11;163.34;175.76;159.99;172.65;7540096853;18294624766;0.302275;0.305754;0.296443;0.302389;1048970512;12726677734;76.03;76.39;72.33;74.98;2933488799;4623334243
2019-05-05;0.028201894;5831.07;5833.86;5708.04;5795.71;14808830723;1.02494E+11;164.02;165.4;159.7;163.45;5938415562;17317292591;0.304628;0.305519;0.299611;0.302342;805245812;12724692457;78;78.15;75.54;75.98;2650746461;4683927727
2019-05-04;0.028129861;5769.2;5886.89;5645.47;5831.17;17567780766;1.03112E+11;167.89;170.65;161.79;164.03;6658100049;17376070198;0.308173;0.315657;0.300752;0.304552;1162919063;12817676080;79.31;82.02;75.8;78.06;3502670655;4810952019
2019-05-03;0.029116081;5505.55;5865.88;5490.2;5768.29;18720780006;1.01986E+11;162.08;170.07;161.08;167.95;7299410672;17789626262;0.303232;0.313298;0.301475;0.308222;1221399046;12972165512;73.76;80.42;73.44;79.33;3850339792;4887671308
2019-05-02;0.029448093;5402.42;5522.26;5394.22;5505.28;14644460907;97330112147;160.85;162.94;160.06;162.12;6044171062;17169962760;0.304735;0.305553;0.302567;0.303239;890538619;12737560179;73.68;74.52;73.1;73.78;2903392114;4544823994
2019-05-01;0.029766598;5350.91;5418;5347.65;5402.7;13679528236;95501110091;162.19;164.06;159.66;160.82;5789172433;17029616915;0.30949;0.311585;0.302282;0.304696;914654614;12798744397;74.3;75.42;72.3;73.66;2871792311;4536348667
2019-04-30;0.030308014;5247.73;5363.26;5224.19;5350.73;13878964574;94573826827;155.17;162.43;155.17;162.17;6275803460;17170110493;0.29432;0.311631;0.293542;0.309476;1229331267;12999538690;67.95;74.67;67.95;74.28;3065300354;4573555691
2019-04-29;0.029576834;5284.86;5311.27;5216.49;5247.35;13735490672;92737510865;157.29;158.33;153.19;155.2;6053776253;16430642271;0.297422;0.299848;0.291652;0.294289;890911784;12361611828;69.78;70.23;67.27;67.96;2532498296;4183425749
2019-04-28;0.029762693;5271.75;5326.23;5255.68;5285.14;12819992056;93391244395;158.5;159.57;157.13;157.3;5379894433;16650076837;0.296865;0.300466;0.295339;0.297426;721572911;12493351058;72.12;72.48;69.08;69.73;2362638270;4291106337
2019-04-27;0.030072376;5279.47;5310.75;5233.64;5268.29;13111274675;93086156556;156.27;160.59;155.62;158.43;5863109118;16768575998;0.298541;0.300304;0.295307;0.296741;785963315;12464603664;73.21;73.33;71.99;72.12;2059777054;4437433950
2019-04-26;0.029615388;5210.3;5383.63;5177.37;5279.35;16812108040;93272287960;154.58;158.03;152.09;156.35;7505283355;16545462357;0.289838;0.29902;0.287485;0.298502;1226933036;12538573521;71.36;74.51;70.19;73.12;3041612619;4497581499
2019-04-25;0.029643874;5466.52;5542.24;5181.34;5210.52;15330283408;92046492864;165.91;166.51;153.85;154.46;6820332362;16343573973;0.302224;0.306162;0.287667;0.289384;1191205196;12155572105;73.25;74.51;71.06;71.25;2754712046;4381667236
2019-04-24;0.030344729;5571.51;5642.04;5418.26;5464.87;17048033399;96530038144;171.35;171.57;161.98;165.83;7351304156;17544029659;0.321114;0.321282;0.296982;0.302318;1517791002;12698877293;74.75;75.24;71.36;73.31;3347048436;4507411996
2019-04-23;0.030767933;5399.37;5633.8;5389.41;5572.36;15867308108;98417387004;172.01;176.85;170.9;171.45;7097827092;18136462572;0.323844;0.328396;0.320919;0.321222;1077333990;13492933875;76.85;79.46;74.64;74.85;2920088568;4600847627
2019-04-22;0.031831491;5312.49;5422.69;5280.28;5399.37;14601631648;95354207776;170.02;173.07;168.73;171.87;6094878077;18179292263;0.322277;0.32935;0.320237;0.323934;1131094080;13606823301;77.29;77.89;75.7;76.95;2657300819;4729023682
2019-04-21;0.031997185;5335.88;5359.93;5257.34;5314.53;13731844223;93847052256;173.72;174.42;167.43;170.05;6005571688;17983602095;0.328678;0.329627;0.318746;0.322449;1005803846;13533407430;81.52;81.89;75.02;77.33;2957685726;4751522317
2019-04-20;0.032550315;5304.16;5358.49;5295.88;5337.89;13169647522;94248717444;173.72;176.71;171.79;173.75;6142567812;18373023202;0.331871;0.333213;0.324969;0.328476;931570799;13786384592;82.55;82.89;80.28;81.51;2422737857;5007238091
2019-04-19;0.032751927;5298.15;5336.68;5233.34;5303.81;13780238655;93638345002;173.79;173.98;170.62;173.71;6541053061;18366130180;0.337062;0.337147;0.329577;0.331902;1025167554;13930181415;82.1;83.19;80.43;82.57;2608961075;5070985398
2019-04-18;0.032804305;5251.48;5319.99;5250.51;5298.39;13256489918;93532402741;166.91;175.37;166.67;173.81;6971581464;18374913022;0.335476;0.345289;0.335335;0.337065;1092731769;14146855828;79.39;83.2;79.31;82.07;2616912436;5039449526
2019-04-17;0.031788253;5236.14;5274.28;5219.21;5251.94;12438480677;92702617458;167.55;168.94;165.5;166.95;5596102715;17647086048;0.327157;0.340327;0.322388;0.335453;1137811633;14079207980;81.35;82;79.08;79.33;2060101784;4869545082
2019-04-16;0.032015677;5066.58;5238.95;5055.19;5235.56;11618660197;92404613297;161.53;167.67;160.89;167.62;5180105341;17715913572;0.320998;0.327308;0.319261;0.327218;799796781;13733570917;79.04;81.84;78.03;81.35;2176907331;4992536056
2019-04-15;0.031886026;5167.32;5196.61;5024.07;5067.11;12290155061;89422237603;167.9;168.82;159.56;161.57;5672311824;17074367783;0.328841;0.331551;0.31809;0.320913;934107164;13468978197;83.01;83.85;76.98;79.05;2742760721;4850589495
2019-04-14;0.03247854;5095.76;5184.02;5053.57;5167.72;10391952498;91188595341;164.48;168.59;162.78;167.84;4846298303;17734050269;0.32616;0.329421;0.324244;0.328809;746765729;13741639599;78.2;82.94;76.98;82.94;2328308745;5087597683
2019-04-13;0.032278445;5088.85;5127.12;5061.59;5096.59;10823289598;89925574875;164.62;166.36;163.01;164.51;4959301561;17380468169;0.326386;0.334444;0.323714;0.326031;976688780;13625508289;78.95;81.1;76.69;78.22;2379257754;4797064869
2019-04-12;0.032368348;5061.2;5103.27;4955.85;5089.54;13675206312;89792633045;165.34;166.13;161.03;164.74;6237185309;17401765647;0.330664;0.330868;0.321167;0.326346;1076074031;13638700669;79.63;80.27;76.44;78.96;2839796022;4841472627
2019-04-11;0.032678513;5325.08;5354.23;5017.3;5064.49;16555616019;89341168457;177.34;177.49;162.32;165.5;7859383417;17479876008;0.354828;0.354851;0.326826;0.330984;1641951210;13832528015;88.39;88.52;76.66;79.68;3461536000;4884140000
