Date;ETCBTC;Open*;High;Low;Close**;Volume;Market Cap;ETH Open*;ETH High;ETH Low;ETH Close**;ETH Volume;ETH Market Cap;XRP Open*;XRP High;XRP Low;XRP Close**;XRP Volume;XRP Market Cap;LTC Open*;LTC High;LTC Low;LTC Close**;LTC Volume;LTC Market Cap
2020-01-16;0.018843874;8812.48;8846.46;8612.1;8723.79;31313981931;1.58465E+11;166.33;167.06;159.71;164.39;13735193018;17969103321;0.232881;0.233568;0.224055;0.228574;2066952513;9978103123;58.05;58.3;55.15;57.62;4347723835;3680300934
2020-01-15;0.018874737;8825.34;8890.12;8657.19;8807.01;40102834650;1.59959E+11;165.73;170.43;161.11;166.23;15173694057;18167930411;0.234504;0.240997;0.22792;0.232895;2590278224;10166738989;58.39;59.92;56.17;58.05;5070738793;3707655223
2020-01-14;0.018799786;8140.93;8879.51;8140.93;8827.76;44841784107;1.60319E+11;144.25;167.68;144.06;165.96;16712318373;18135588271;0.212528;0.241832;0.212379;0.234687;2639844916;10244977875;49.7;59.88;49.69;58.48;5729547956;3734400000
2020-01-13;0.017709557;8189.77;8197.79;8079.7;8144.19;22482910688;1.47891E+11;146.22;146.79;142.91;144.23;8378529470;15759102081;0.215624;0.215687;0.210601;0.212617;1321442559;9220403706;51.12;51.39;48.93;49.73;3336204744;3175647876
2020-01-12;0.017805331;8033.26;8200.06;8009.06;8192.49;22903438381;1.48753E+11;143.03;146.15;142.71;145.87;8528167453;15937115426;0.212151;0.216371;0.211533;0.215633;1496128430;9351208273;49.32;51.3;49.01;51.08;3858852964;3261300810
2020-01-11;0.017782804;8162.19;8218.36;8029.64;8037.54;25521165085;1.45924E+11;143.41;146.48;142.21;142.93;9332208590;15613213640;0.212097;0.218971;0.210054;0.211851;1655817070;9187177375;48.63;51.33;48.09;49.26;3915781115;3144901794
2020-01-10;0.017628007;7878.31;8166.55;7726.77;8166.55;28714583844;1.4825E+11;138.97;144.17;135.52;143.96;9084816203;15724494553;0.204908;0.212403;0.20182;0.212306;1693646276;9206907569;45.21;49.17;44.03;48.73;3808140302;3110300142
2020-01-09;0.017639138;8082.3;8082.3;7842.4;7879.07;24045990466;1.43017E+11;141.16;141.39;136.24;138.98;7697325348;15178151517;0.20911;0.209142;0.202589;0.204899;1341130889;8885696511;45.62;45.78;44.31;45.22;2986327757;2885860528
2020-01-08;0.017482976;8161.94;8396.74;7956.77;8079.86;31672559265;1.46645E+11;143.49;146.83;138.27;141.26;9387194957;15425115411;0.213834;0.216704;0.205214;0.209026;1782128652;9064684943;46.45;48.2;44.63;45.65;3633957130;2913485629
2020-01-07;0.017582735;7768.68;8178.22;7768.23;8163.69;28767291327;1.48152E+11;144.31;145;140.49;143.54;9257954672;15672773110;0.221576;0.223386;0.209047;0.213917;2237698314;9276786517;45.84;46.86;44.72;46.42;3611521907;2962310517
2020-01-06;0.018573293;7410.45;7781.87;7409.29;7769.22;23276261598;1.40976E+11;136.31;144.33;136.08;144.3;9093747121;15753803340;0.195536;0.223832;0.195068;0.22151;2301679290;9606054235;43.6;45.96;43.49;45.82;3349237768;2923126044
2020-01-05;0.018388087;7410.45;7544.5;7400.54;7411.32;19725074095;1.3447E+11;135.07;139.41;135.05;136.28;7526675353;14875569430;0.194367;0.199223;0.193884;0.195537;1168067557;8474172240;43.29;44.73;43;43.55;3017148033;2778396525
2020-01-04;0.018226447;7345.38;7427.39;7309.51;7410.66;18444271275;1.34442E+11;134.17;136.05;133.04;135.07;7430904515;14741946278;0.193521;0.194653;0.191835;0.194355;999331594;8422952089;42.38;43.34;41.93;43.33;2843192897;2763617782
2020-01-03;0.018267147;6984.43;7413.72;6915;7344.88;28111481032;1.33233E+11;127.41;134.55;126.49;134.17;10476845358;14642130120;0.187948;0.19407;0.185846;0.193521;1270017043;8386800449;39.86;42.45;39.45;42.42;3260961326;2705193552
2020-01-02;0.018239288;7202.55;7212.16;6935.27;6985.47;20802083465;1.26699E+11;130.82;130.82;126.95;127.41;8032709256;13902505466;0.192708;0.192896;0.186947;0.188043;1085351426;8149376228;42.02;42.13;39.68;39.82;2759827139;2539554281
2020-01-01;0.018166238;7194.89;7254.33;7174.94;7200.17;18565664997;1.30581E+11;129.63;132.84;129.2;130.8;7935230330;14271059633;0.192912;0.194362;0.192107;0.192667;1041134003;8349802256;41.33;42.29;41.29;42.02;2782992323;2679229284
2019-12-31;0.018017404;7294.44;7335.29;7169.78;7193.6;21167946112;1.30446E+11;132.61;133.73;128.8;129.61;8936866397;14139765786;0.194518;0.194878;0.189969;0.192894;1116761075;8359619491;42.77;43.06;41.17;41.34;3015923778;2635704909
2019-12-30;0.018185932;7420.27;7454.82;7276.31;7293;22874131672;1.32235E+11;134.8;136.76;131.55;132.63;9796951716;14468140712;0.197063;0.198716;0.193685;0.194474;1247499610;8428101982;43.75;44.6;42.43;42.75;3330795171;2725146760
2019-12-29;0.018155241;7317.65;7513.95;7279.87;7422.65;22445257702;1.34571E+11;128.27;136.81;128;134.76;9708776786;14698483422;0.193116;0.198972;0.192524;0.197051;1176573822;8536136120;42.8;44.45;42.44;43.67;3573796558;2783708412
2019-12-28;0.01753487;7289.03;7399.04;7286.91;7317.99;21365673026;1.32659E+11;127.21;130.26;126.9;128.32;8069298610;13995233088;0.191063;0.195286;0.190974;0.193222;1168758140;8370284759;41.17;43.81;41.13;42.84;3260638656;2730585594
2019-12-27;0.017449716;7238.14;7363.53;7189.93;7290.09;22777360996;1.3214E+11;126.37;128.1;124.82;127.21;8299390176;13873046817;0.190403;0.192708;0.188502;0.191102;1151157499;8278444958;40.26;41.65;39.96;41.18;2949759036;2624203892
2019-12-26;0.017455522;7274.8;7388.3;7200.39;7238.97;22787010034;1.312E+11;126.49;130.9;125.41;126.36;8600871980;13778664460;0.190555;0.192518;0.188141;0.190394;1177534639;8247774697;40.61;41.37;39.81;40.27;2848923906;2565795345
2019-12-25;0.017381061;7325.76;7357.02;7220.99;7275.16;21559505149;1.31841E+11;129.07;129.07;124.89;126.45;8418019054;13787538200;0.192288;0.192622;0.188474;0.190719;1140140919;8261843273;40.73;40.76;39.88;40.63;2773383486;2588660479
2019-12-24;0.017625056;7354.39;7535.72;7269.53;7322.53;22991622105;1.32688E+11;128.63;131.67;127.31;129.06;7961819689;14070696528;0.190992;0.196885;0.189908;0.192198;1255576963;8325926772;40.86;41.68;40.22;40.68;2860933776;2591459879
2019-12-23;0.017484566;7508.9;7656.18;7326.19;7355.63;27831788041;1.33276E+11;132.31;134.73;127.42;128.61;9622497693;14020312860;0.196958;0.198134;0.189891;0.190943;1402992086;8271536883;41.95;42.55;40.72;40.85;3163414128;2601950200
2019-12-22;0.017622101;7191.19;7518.03;7167.18;7511.59;23134537956;1.36088E+11;128.1;133.16;127.93;132.37;9121058481;14428651183;0.193999;0.19737;0.192513;0.196978;1261599021;8532972546;40.01;42.25;39.95;41.97;3141032976;2672823095
2019-12-21;0.01781771;7220.59;7223.23;7112.74;7191.16;19312552168;1.30268E+11;129.1;129.15;127.61;128.13;7449064703;13964992761;0.19534;0.196173;0.190614;0.194082;1208597753;8407526855;40.3;40.34;39.74;40;2655178488;2547148313
2019-12-20;0.017879653;7208.64;7257.92;7086.12;7218.82;22633815180;1.30753E+11;129.38;129.76;126.99;129.07;8173594150;14065549620;0.1909;0.197967;0.186777;0.195316;1765470385;8460970904;39.94;40.59;39.67;40.29;2778859161;2565522972
2019-12-19;0.017954029;7277.59;7346.6;7041.38;7202.84;25904604416;1.30446E+11;133.05;134.19;125.97;129.32;9564699140;14092012421;0.196289;0.197257;0.185322;0.190819;1588179338;8264443017;40.79;41.12;39.07;39.92;3173676635;2541689077
2019-12-18;0.018289633;6647.7;7324.98;6540.05;7276.8;31836522778;1.31755E+11;122.66;133.39;119.78;133.09;11864518321;14501554620;0.184613;0.197512;0.178485;0.196176;2136022808;8496449615;37.12;41.1;36.67;40.78;3845534650;2596036805
2019-12-17;0.01846241;6931.32;6964.07;6587.97;6640.52;22363804217;1.20234E+11;133.65;134.01;121.4;122.6;9057166141;13357486656;0.207189;0.207659;0.180494;0.183699;2059426123;7956063481;40.36;40.42;36.93;37.08;3283924746;2360532950
2019-12-16;0.019273045;7153.66;7171.17;6903.68;6932.48;20213265950;1.25516E+11;143.14;143.22;132.46;133.61;8992282119;14555616655;0.218647;0.218908;0.206862;0.207225;1486338425;8974974229;43.78;43.87;40.05;40.37;3046141449;2569728492
2019-12-15;0.020008948;7124.24;7181.08;6924.38;7152.3;16881129804;1.29481E+11;142.86;143.93;139.43;143.11;7235153411;15589117504;0.217573;0.220074;0.211347;0.218601;1171149673;9467680410;43.85;44.31;42.76;43.76;2668105124;2784724201
2019-12-14;0.020052859;7268.9;7308.84;7097.21;7124.67;17137029730;1.2897E+11;144.95;145.53;142.43;142.87;7048066973;15560820323;0.220748;0.221742;0.216795;0.217356;1078990952;9413737187;44.45;44.66;43.52;43.72;2721787991;2791200748
2019-12-13;0.019937604;7244.66;7293.56;7227.12;7269.68;17125736940;1.31581E+11;145.66;145.86;143.75;144.94;7264810247;15785338920;0.219827;0.221007;0.21693;0.220755;1252707498;9560937204;44.01;44.5;43.71;44.45;2766557274;2837399801
2019-12-12;0.020101807;7216.74;7266.64;7164.74;7243.13;18927080224;1.31087E+11;143.62;145.75;141.44;145.6;7890383413;15855473988;0.222013;0.222692;0.218963;0.219859;1287697362;9522171540;43.92;44.28;43.5;44.08;2740797932;2813611017
2019-12-11;0.019897664;7277.2;7324.16;7195.53;7217.43;16350490689;1.3061E+11;146.32;147.14;143.05;143.61;7037180049;15636405555;0.224241;0.224742;0.22129;0.222053;1072062152;9611705134;44.61;44.93;43.72;43.95;2507211954;2804621325
2019-12-10;0.020097223;7397.13;7424.02;7246.04;7278.12;18249031195;1.31696E+11;148.18;148.56;144.91;146.27;6859512025;15924221614;0.225439;0.226251;0.221276;0.224302;1191690782;9709071953;45.01;45.1;44.11;44.64;2349745528;2848915169
2019-12-09;0.020028645;7561.8;7618.09;7365.99;7400.9;17872021272;1.33904E+11;151.22;151.91;147.62;148.23;6744206747;16135631420;0.230433;0.231324;0.223183;0.225452;1241659373;9758847242;45.9;46.07;44.71;44.94;2473452708;2867412869
2019-12-08;0.019996431;7551.34;7634.61;7476.09;7564.35;15409908086;1.36847E+11;148.74;152.39;148.31;151.26;6441727252;16464729150;0.228453;0.233737;0.22626;0.230435;1117646358;9974529031;45.68;46.51;45.45;45.95;2266427857;2931804622
2019-12-07;0.019688364;7547.27;7589.95;7525.71;7556.24;15453520564;1.36687E+11;149.2;149.8;148.37;148.77;5911233284;16191247024;0.225492;0.228891;0.22539;0.228445;1073561928;9888381919;45.67;46.21;45.4;45.64;2380335463;2911520839
2019-12-06;0.01976812;7450.56;7547;7392.18;7547;18104466307;1.36505E+11;149.4;149.67;147.61;149.19;6458766441;16235876301;0.222959;0.225858;0.220785;0.225505;1253702621;9761133164;45.29;45.7;44.75;45.67;2585078804;2913078062
2019-12-05;0.020038103;7253.24;7743.43;7232.68;7448.31;18816085231;1.34706E+11;146.69;153.16;145.46;149.25;6745910228;16240052430;0.216249;0.226575;0.213965;0.222928;1424294121;9649602827;45.14;46.75;44.36;45.3;2818768679;2889242709
2019-12-04;0.020235713;7320.13;7539.78;7170.92;7252.03;21664240918;1.31143E+11;147.92;150.68;145;146.75;7865937094;15966157442;0.219824;0.22177;0.212603;0.216348;1427312577;9364745688;45.4;46.54;44.58;45.19;2951880019;2882011362
2019-12-03;0.020212701;7323.98;7418.86;7229.36;7320.15;14797485769;1.3236E+11;149.06;150.31;146;147.96;6204379850;16095928402;0.219516;0.223179;0.216675;0.21987;1017648495;9517202026;45.78;46.62;44.76;45.38;2557212174;2893726010
2019-12-02;0.020357854;7424.04;7474.82;7233.4;7321.99;17082040706;1.32379E+11;151.18;152.12;147.61;149.06;6670561362;16214125032;0.225386;0.227203;0.217283;0.219581;1187513777;9507818760;47.65;47.81;45.32;45.82;2680452035;2921144389
2019-12-01;0.020364237;7571.62;7571.62;7291.34;7424.29;18720708479;1.34215E+11;152.49;152.49;147.07;151.19;7102780298;16443650814;0.226466;0.226525;0.220253;0.225333;1176237060;9756884341;47.46;48.3;46.24;47.71;2781413686;3041545709
2019-11-30;0.020151579;7764.06;7836.1;7515.85;7569.63;17158194786;1.36829E+11;155.29;156.69;151.23;152.54;6565950868;16589132426;0.230232;0.233615;0.224546;0.226474;1160032624;9806315573;48.91;49.28;47.09;47.48;2678481167;3026175357
2019-11-29;0.020009689;7466.73;7781.18;7460.76;7761.24;19709695456;1.4028E+11;151.77;156.85;151.46;155.3;7503898278;16887922522;0.224623;0.231636;0.224129;0.230217;1325761774;9968382707;47.09;49.32;47.09;48.88;2944492393;3115330867
2019-11-28;0.020329327;7536.82;7730.07;7454.12;7463.11;19050116751;1.34879E+11;153.07;156.61;151.09;151.72;7346531960;16496129470;0.225221;0.231131;0.224198;0.22457;1244175231;9723838882;48;48.55;47.02;47.06;2662459127;2998875250
2019-11-27;0.020315575;7220.88;7619.69;6974.17;7531.66;23991412764;1.36103E+11;148.4;154.89;143.53;153.01;8778095308;16634910472;0.221845;0.228498;0.216199;0.225081;1608881984;9745970911;47.16;48.52;45.44;48.01;2979663352;3059223170
2019-11-26;0.020637623;7145.16;7320.23;7098.57;7218.37;21129505542;1.30429E+11;146.4;150;145.22;148.97;7648516297;16193326033;0.218464;0.223212;0.214957;0.222145;1322723640;9618843673;45.81;47.54;45.66;47.27;2659405400;3012041642
2019-11-25;0.020497808;7039.98;7319.86;6617.17;7146.13;42685231262;1.29113E+11;142.7;150.21;133.8;146.48;10962753356;15921080564;0.222832;0.225923;0.207013;0.218622;9415068271;9466286656;44.77;47.27;42.96;45.83;3408224795;2919784838
2019-11-24;0.020265554;7398.63;7408.58;7029.29;7047.92;30433517289;1.27327E+11;153.43;153.97;142.83;142.83;7782769098;15523459920;0.236227;0.236373;0.223184;0.223184;2932397174;9663857831;48.71;48.78;44.73;44.73;2709705879;2849656912
2019-11-23;0.020738598;7296.16;7442.26;7151.42;7397.8;21008924418;1.33636E+11;150.21;154.1;147.6;153.42;8289198330;16671705910;0.231574;0.236188;0.227707;0.236188;1480512363;10226933084;47.62;48.71;46.78;48.71;2746902870;3104760987
2019-11-22;0.02059458;7643.57;7697.38;6936.71;7296.58;34242315785;1.31792E+11;161.51;163.03;142.34;150.27;12020749863;16327536038;0.243775;0.246417;0.225687;0.2316;2012230945;10028238451;50.88;51.39;44.89;47.62;3734545939;3034882008
2019-11-21;0.021125904;8023.64;8110.1;7597.38;7642.75;22514243371;1.38032E+11;175.67;176.21;159.37;161.46;8546371325;17541867626;0.251316;0.253512;0.240784;0.243766;1586333624;10555043277;55.28;55.44;50.15;50.88;3158748317;3242806030
2019-11-20;0.02188789;8203.61;8237.24;8010.51;8027.27;20764300437;1.44963E+11;177.42;178.99;175.29;175.7;7205785149;19086228092;0.256545;0.259139;0.250331;0.251364;1319069498;10884017518;55.63;56.66;55.09;55.29;2858714058;3523320531
2019-11-19;0.021625244;8305.13;8408.52;8099.96;8206.15;21083613816;1.48178E+11;180.5;182.53;175.2;177.46;7536699743;19274876583;0.255646;0.258563;0.246971;0.2565;1420685334;11106437807;56.8;57.59;54.94;55.62;3030389859;3544160660
2019-11-18;0.021729895;8573.98;8653.28;8273.57;8309.29;21579470673;1.50026E+11;185.04;186.93;179.18;180.56;7787662111;19609782345;0.265137;0.265514;0.249842;0.255653;1452996115;11069403326;59.57;60.08;55.86;56.8;3131873188;3618749968
2019-11-17;0.021580838;8549.47;8727.79;8500.97;8577.98;18668638897;1.54862E+11;183.35;188.19;182.34;185.12;7364325471;20102654601;0.264009;0.269385;0.262832;0.265253;1273573229;11485052604;58.6;60.67;58.34;59.57;3215100478;3794900734
2019-11-16;0.021442538;8491.17;8592;8473.97;8550.76;16495389808;1.54354E+11;180.5;184.16;179.99;183.35;6789888120;19908020821;0.261694;0.265443;0.260609;0.263886;1195333401;11425884645;57.79;59.18;57.47;58.57;2841793395;3730285758
2019-11-15;0.021257679;8705.71;8730.87;8484.84;8491.99;21796856471;1.53277E+11;186.06;186.25;179.38;180.52;8815678477;19598770324;0.270463;0.271049;0.259878;0.261654;1548251349;11329241896;59.48;60.47;57.54;57.81;3195878562;3681894624
2019-11-14;0.021359424;8811.94;8826.94;8692.55;8708.1;19084739975;1.57161E+11;188.27;188.63;184.99;186;7872664470;20191206220;0.272903;0.273868;0.268069;0.270391;1264478184;11707513880;61.08;61.22;59.42;59.43;3040274519;3784543703
2019-11-13;0.02137312;8812.03;8836.84;8761.65;8808.26;17545755405;1.5895E+11;186.94;189.33;185.94;188.26;7343173596;20434064781;0.272379;0.275665;0.271303;0.273036;1278922350;11822051383;61.37;62.06;60.87;61.11;3094050321;3891188361
2019-11-12;0.021194102;8759.75;8853.77;8685.43;8815.66;20309769107;1.59069E+11;185.56;187.95;184.19;186.84;7792186666;20278071676;0.275179;0.277042;0.270781;0.272418;1404766289;11795294866;61.93;62.47;60.69;61.34;3333604208;3905317178
2019-11-11;0.021180001;9056.92;9081.28;8700.61;8757.79;20265510765;1.5801E+11;189.5;190.34;185.09;185.49;7877424106;20128792760;0.280164;0.281727;0.272008;0.275086;1437677669;11910794571;63.78;64.34;61.37;61.9;3033016472;3940458193
2019-11-10;0.020924231;8812.49;9103.83;8806.16;9055.53;20587919881;1.63364E+11;184.94;190.92;184.69;189.48;8752784211;20559121065;0.280273;0.283117;0.276669;0.280204;1557437413;12132388502;61.9;64.6;61.81;63.84;3611586094;4063643936
2019-11-09;0.020993739;8809.47;8891.82;8793.16;8813.58;17578630606;1.58981E+11;184.31;185.84;183.9;185.03;7277418704;20074095541;0.276863;0.282471;0.276328;0.280196;1449652131;12117941815;60.49;62.15;60.38;61.95;2849228741;3943126748
2019-11-08;0.020921353;9265.37;9272.76;8775.53;8804.88;24333037836;1.58809E+11;187.92;188.82;182.54;184.21;9176780911;19983058356;0.292438;0.292612;0.274005;0.276953;2026687432;11977697598;61.88;62.45;59.51;60.53;3414910991;3852007191
2019-11-07;0.020283656;9352.39;9368.48;9202.35;9267.56;22700383839;1.67139E+11;191.5;191.86;186.57;187.98;9081247799;20389037934;0.310175;0.313278;0.283395;0.292431;2430065390;12647080586;64.24;64.41;61.08;61.84;3557191963;3935124153
2019-11-06;0.020467093;9340.86;9423.24;9305.91;9360.88;23133895765;1.68806E+11;189.11;193.55;188.67;191.59;10156458684;20778894603;0.301103;0.311605;0.298735;0.310086;1790567871;13410631514;63.35;64.27;62.96;64.27;3755244863;4088991803
2019-11-05;0.020262177;9413;9457.42;9256.93;9342.53;26198609048;1.6846E+11;186.31;191.26;184.33;189.3;10024177342;20528094420;0.299906;0.304524;0.297917;0.301255;1964177330;13028715563;61.58;64;61.32;63.3;4725921529;4027051778
2019-11-04;0.019798972;9235.61;9505.05;9191.49;9412.61;26170255634;1.69706E+11;182.32;188.02;181.82;186.36;10551917945;20205859402;0.291236;0.299949;0.290893;0.299937;1647597869;12971721432;58.6;62.18;58.38;61.57;4164854559;3916584191
2019-11-03;0.019753447;9324.79;9379.81;9141.25;9235.35;21132220847;1.66495E+11;183.99;185.02;179.82;182.43;8760247744;19777347724;0.296272;0.297173;0.288818;0.291261;1381510371;12596463117;58.59;58.97;57.64;58.63;3259935586;3728676102
2019-11-02;0.019724989;9259.78;9377.49;9249.59;9324.72;21242676385;1.6809E+11;184.02;185.71;182.8;183.93;8087991830;19937622287;0.292688;0.299039;0.292539;0.296263;1460243469;12812796808;58.58;59.33;58.22;58.6;3353942166;3726483415
2019-11-01;0.019864811;9193.99;9275.66;9132.05;9261.1;24324691031;1.66928E+11;183.8;185.06;181.09;183.97;9145611130;19940014311;0.296389;0.296487;0.288932;0.292642;1572251058;12656190134;58.75;58.75;57.72;58.58;3425154368;3725245520
2019-10-31;0.019997652;9202.46;9383.16;9028.72;9199.58;26583653947;1.65804E+11;184.8;188.75;180.07;183.97;9607939606;19937256794;0.296527;0.302379;0.290938;0.296358;1666132252;12816900825;58.36;60.08;57.69;58.78;3165801278;3737406895
2019-10-30;0.020062505;9422.46;9426.87;9085.37;9205.73;27706531577;1.659E+11;190.34;191.11;181.55;184.69;10484902804;20013431227;0.301913;0.30518;0.292403;0.296555;1883224296;12825432798;59.87;60.89;57.6;58.42;3387114095;3714109861
2019-10-29;0.020189463;9248.44;9516.18;9232.65;9427.69;28426779937;1.69884E+11;182.67;191.85;182.36;190.34;10622761958;20623205054;0.295991;0.307984;0.295357;0.301956;2125813360;13058999924;58.05;60.66;58.05;59.87;3582210705;3805805251
2019-10-28;0.019733907;9565.1;9805.12;9256.15;9256.15;30948255332;1.66777E+11;184.4;187.88;180.25;182.66;10406734124;19788729316;0.298143;0.302837;0.293587;0.296007;2061536473;12801729616;59.92;61.91;57.67;58.13;3793848576;3694652651
2019-10-27;0.019288693;9241.71;9749.53;9112.54;9551.71;32593129501;1.72087E+11;179.93;188.16;177.68;184.24;10815941952;19957408085;0.293886;0.301481;0.289935;0.2981;2237941946;12892254871;56.8;61.87;55.92;59.91;4218140032;3807830063
2019-10-26;0.01945274;8667.58;10021.74;8662.62;9244.97;44496255609;1.66547E+11;181.67;195.94;176.13;179.84;13831784986;19477741705;0.298039;0.31029;0.286818;0.293699;3122465894;12701942701;56.95;61.73;54.73;56.78;5234627157;3607985867
2019-10-25;0.020959045;7490.7;8691.54;7479.98;8660.7;28705065488;1.56007E+11;162.19;183;161.97;181.52;10358594018;19658140299;0.278607;0.299947;0.27724;0.298165;2486979029;12895056501;50.11;57.32;49.61;56.94;3770902916;3618037380
2019-10-24;0.021641451;7509.73;7532.87;7446.99;7493.49;16268708849;1.34968E+11;162.51;164.15;160.89;162.17;7300917537;17560021218;0.274101;0.281281;0.269274;0.278491;1638078551;12042668475;49.68;50.47;49.02;50.07;2650862714;3181078150
2019-10-23;0.021611062;8076.23;8093;7469.32;7514.67;21942878958;1.35337E+11;172.26;172.42;157.46;162.4;9624925919;17583244177;0.291556;0.292737;0.260083;0.274143;2172985938;11854650118;53.75;53.82;48.5;49.63;3077488277;3152820838
2019-10-22;0.021329009;8243.4;8296.65;8074.46;8078.2;16803377857;1.4547E+11;174.91;175.65;172.27;172.3;6990951966;18652588580;0.293019;0.301484;0.291104;0.291607;1632212674;12609856226;54.93;55.29;53.64;53.74;2490194232;3413955637
2019-10-21;0.021218576;8225.12;8296.69;8196.42;8243.72;15868748866;1.48433E+11;175.52;177.74;173.29;174.92;6815820627;18933882640;0.294265;0.29472;0.289768;0.292979;1609355490;12669199713;54.92;55.56;54.02;54.94;2727253951;3489419289
