;Close;CONSEBIT;ANRATING;USD;COPPER;USLVSAAR;TOLLROADJAP;TOLLROADGER;CIVILAVCHINA;AIRCRAFTHOURSUS;ISM;IFO;10yInterestRateUS;10yInterestRateEURO;HEAVYTRUCKSALES
2009-12-31;37.23;-1365.9531;1.7564102;0.69698554;3.3465;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7
2010-01-01;37.23;-1365.9531;1.7564102;0.696986;3.3465;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7
2010-01-02;37.23;-1365.9531;1.7564102;0.696986;3.3465;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7
2010-01-03;37.23;-1365.9531;1.7564102;0.696986;3.3465;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7
2010-01-04;37.55;-1365.9531;1.7564102;0.69259274;3.406;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7
2010-01-05;37.24;-1365.9531;1.7564102;0.69364965;3.4135;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7
2010-01-06;37.25;-1365.9531;1.7564102;0.6950478;3.4945;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7
2010-01-07;36.72;-1365.9531;1.7564102;0.69800717;3.427;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7
2010-01-08;36.935;-1365.9531;1.7564102;0.6980559;3.4005;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7
2010-01-09;36.935;-1365.9531;1.7564102;0.6980559;3.4005;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7
2010-01-10;36.935;-1365.9531;1.7564102;0.6980559;3.4005;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7
2010-01-11;37.2;-1365.9141;1.7564102;0.6874506;3.441;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7
2010-01-12;36.28;-1365.9141;1.7820513;0.6877579;3.3495;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7
2010-01-13;36.185;-1364.1394;1.7820513;0.6892749;3.4;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7
2010-01-14;37.1;-1337.5457;1.7820513;0.690894;3.3875;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7
2010-01-15;36.49;-1328.3894;1.8076923;0.6959669;3.366;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7
2010-01-16;36.49;-1328.3894;1.8076923;0.6959669;3.366;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7
2010-01-17;36.49;-1328.3894;1.8076923;0.6959669;3.366;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7
2010-01-18;37.115;-1328.3894;1.8076923;0.69519275;3.366;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7
2010-01-19;36.71;-1328.3894;1.8076923;0.7002066;3.447;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7
2010-01-20;35.595;-1328.3894;1.8076923;0.7084411;3.355;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7
2010-01-21;34.76;-1324.3285;1.8333334;0.7114906;3.295;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7
2010-01-22;34.18;-1324.3285;1.8333334;0.70776415;3.347;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7
2010-01-23;34.18;-1324.3285;1.8333334;0.70776415;3.347;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7
2010-01-24;34.18;-1324.3285;1.8333334;0.70776415;3.347;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7
2010-01-25;33.5;-1324.3285;1.8026316;0.7064142;3.393;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7
2010-01-26;33.86;-1324.3285;1.8026316;0.71136403;3.3395;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7
2010-01-27;32.925;-1319.171;1.75;0.7122;3.2225;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7
2010-01-28;32.32;-1311.7906;1.7567568;0.7163324;3.098;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7
2010-01-29;33.425;-1386.8696;1.7567568;0.71945035;3.0525;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2
2010-01-30;33.425;-1386.8696;1.7567568;0.71945035;3.0525;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2
2010-01-31;33.425;-1386.8696;1.7567568;0.71945035;3.0525;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2
2010-02-01;33.57;-1412.042;1.6944444;0.7196574;3.0835;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2
2010-02-02;33.765;-1412.042;1.6944444;0.7167688;3.0895;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2
2010-02-03;34.34;-1407.8767;1.6571429;0.7187264;2.9735;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2
2010-02-04;33.1;-1388.8871;1.5645162;0.7256894;2.879;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2
2010-02-05;32.32;-1385.3314;1.5645162;0.7315021;2.8575;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2
2010-02-06;32.32;-1385.3314;1.5645162;0.7315021;2.8575;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2
2010-02-07;32.32;-1385.3314;1.5645162;0.7315021;2.8575;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2
2010-02-08;33.31;-1385.3314;1.5645162;0.7298737;2.913;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2
2010-02-09;33.325;-1385.3314;1.5645162;0.72804046;2.987;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2
2010-02-10;33.63;-1361.6904;1.55;0.73000693;2.989;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2
2010-02-11;32.77;-1347.998;1.55;0.73496985;3.1335;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2
2010-02-12;32.46;-1326.3988;1.55;0.73475385;3.0825;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2
2010-02-13;32.46;-1326.3988;1.55;0.73475385;3.0825;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2
2010-02-14;32.46;-1326.3988;1.55;0.73475385;3.0825;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2
2010-02-15;32.01;-1328.6527;1.5666667;0.73553747;3.0825;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2
2010-02-16;32.615;-1316.8071;1.6129032;0.7298205;3.2215;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2
2010-02-17;33.04;-1325.7963;1.6515151;0.7323593;3.2395;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2
2010-02-18;31.495;2743.4863;1.7162162;0.733918;3.2855;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2
2010-02-19;32.3;2749.2786;1.7027028;0.7400555;3.357;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2
2010-02-20;32.3;2749.2786;1.7027028;0.7400555;3.357;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2
2010-02-21;32.3;2749.2786;1.7027028;0.7400555;3.357;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2
2010-02-22;31.4;2698.422;1.7222222;0.735781;3.3065;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2
2010-02-23;31.25;2723.989;1.7027028;0.7368925;3.216;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2
2010-02-24;30.945;2723.989;1.7027028;0.73491585;3.236;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2
2010-02-25;30.35;2723.9724;1.7027028;0.7394809;3.1925;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2
2010-02-26;30.66;2723.9724;1.7027028;0.7327618;3.284;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-02-27;30.66;2723.9724;1.7027028;0.7327618;3.284;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-02-28;30.66;2723.9724;1.7027028;0.7327618;3.284;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-01;31.345;2723.9724;1.7027028;0.7419223;3.35;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-02;31.755;2718.9724;1.7027028;0.7374631;3.4115;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-03;31.95;2767.9714;1.7083334;0.73046017;3.435;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-04;31.91;2767.9714;1.7083334;0.73491585;3.3755;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-05;32.985;2767.9714;1.7083334;0.73486185;3.4175;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-06;32.985;2767.9714;1.7083334;0.73486185;3.4175;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-07;32.985;2767.9714;1.7083334;0.73486185;3.4175;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-08;33.01;2770.6052;1.7083334;0.7324666;3.4105;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-09;32.765;2763.5435;1.7083334;0.7362686;3.4115;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-10;33.115;2763.5435;1.7083334;0.7318233;3.368;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-11;33.19;2763.5435;1.7083334;0.7313149;3.377;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-12;33.535;2763.5435;1.7083334;0.72692907;3.38;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-13;33.535;2763.5435;1.7083334;0.72692907;3.38;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-14;33.535;2763.5435;1.7083334;0.72692907;3.38;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-15;33.33;2763.5435;1.7083334;0.7325202;3.315;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-16;34.11;2763.5435;1.7083334;0.72684985;3.365;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-17;34.35;2763.5435;1.7083334;0.727855;3.418;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-18;34.64;2763.5435;1.7083334;0.735186;3.3955;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-19;34.375;2763.5435;1.7083334;0.73920757;3.3725;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-20;34.375;2763.5435;1.7083334;0.73920757;3.3725;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-21;34.375;2763.5435;1.7083334;0.73920757;3.3725;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-22;34.4;2770.975;1.7083334;0.739071;3.3805;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-23;34.45;2770.975;1.7083334;0.73896176;3.379;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-24;34.49;2770.975;1.7083334;0.7491759;3.3455;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-25;35.015;2751.9426;1.6891892;0.74945664;3.3805;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-26;34.98;2751.9426;1.6891892;0.7463522;3.403;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-27;34.98;2751.9426;1.6891892;0.7463522;3.403;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-28;34.98;2751.9426;1.6891892;0.7463522;3.403;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-29;34.95;2751.9426;1.6891892;0.7423354;3.5355;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-30;34.56;2755.2126;1.6891892;0.7450454;3.5635;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1
2010-03-31;34.855;2755.2126;1.6891892;0.73904365;3.5535;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-01;35.405;2755.2126;1.6891892;0.7386888;3.584;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-02;35.405;2755.2126;1.6805556;0.7386881;3.584;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-03;35.405;2755.2126;1.6805556;0.7386881;3.584;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-04;35.405;2755.2126;1.6805556;0.7386881;3.584;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-05;35.405;2755.2126;1.6805556;0.7403843;3.6315;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-06;35.505;2751.1458;1.6805556;0.7471887;3.617;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-07;35.42;2773.9438;1.6857142;0.7493724;3.5975;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-08;35.18;2773.943;1.6857142;0.7486991;3.5865;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-09;35.36;2753.145;1.6666666;0.74374324;3.59;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-10;35.36;2753.145;1.6666666;0.74374324;3.59;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-11;35.36;2753.145;1.6666666;0.74374324;3.59;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-12;35.41;2753.1448;1.6571429;0.73486185;3.5645;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-13;36;2753.1448;1.6571429;0.7373272;3.6005;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-14;36.67;2771.568;1.6571429;0.7338642;3.6105;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-15;36.715;2771.5676;1.6571429;0.73713696;3.6005;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-16;36.54;2800.3977;1.6;0.74032944;3.5145;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-17;36.54;2800.3977;1.6;0.74032944;3.5145;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-18;36.54;2800.3977;1.6;0.74032944;3.5145;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-19;36.305;3056.9346;1.5833334;0.742611;3.497;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-20;39;3203.102;1.5555556;0.74285924;3.5135;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-21;38.45;3203.1016;1.5142857;0.7466587;3.535;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-22;37.85;3203.1016;1.5142857;0.75179493;3.4865;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-23;38.87;3203.1016;1.5142857;0.74847496;3.513;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-24;38.87;3203.1016;1.5142857;0.74847496;3.513;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-25;38.87;3203.1016;1.5142857;0.74847496;3.513;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-26;39.47;3203.1016;1.5142857;0.75052536;3.528;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-27;37.93;3681.4963;1.5142857;0.75100446;3.3635;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-28;37.765;3808.4158;1.5555556;0.7573463;3.3685;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-29;38.795;3978.2021;1.5555556;0.7550589;3.3335;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5
2010-04-30;38.815;3978.2021;1.5416666;0.75207764;3.3535;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-01;38.815;3978.2021;1.5416666;0.75207764;3.3535;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-02;38.815;3978.2021;1.5416666;0.75207764;3.3535;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-03;38.615;3978.2021;1.5416666;0.7590133;3.2935;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-04;37.37;3978.202;1.5555556;0.767283;3.1785;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-05;37.02;3978.202;1.5416666;0.77730274;3.1515;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-06;36.93;3978.202;1.5416666;0.786813;3.117;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-07;35.85;4017.6138;1.5571429;0.7904826;3.1445;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-08;35.85;4017.6138;1.5571429;0.7904826;3.1445;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-09;35.85;4017.6138;1.5571429;0.7904826;3.1445;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-10;38.01;4017.6113;1.5571429;0.7788465;3.228;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-11;38.655;4017.6113;1.5571429;0.787991;3.2065;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-12;39.79;4017.6113;1.5571429;0.7886124;3.188;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-13;41.37;4017.6113;1.5571429;0.7957982;3.2315;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-14;40.575;4071.3533;1.5571429;0.804829;3.134;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-15;40.575;4071.3533;1.5571429;0.804829;3.134;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-16;40.575;4071.3533;1.5571429;0.804829;3.134;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-17;41.085;4138.02;1.5571429;0.8106684;2.932;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-18;41.915;4138.02;1.5571429;0.8081788;3.031;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-19;40.2;4189.623;1.5571429;0.81060266;2.9595;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-20;38.4;4189.623;1.5571429;0.8107341;2.9445;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-21;38.83;4189.623;1.5571429;0.79636854;3.061;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-22;38.83;4189.623;1.5571429;0.79636854;3.061;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-23;38.83;4189.623;1.5571429;0.79636854;3.061;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-24;38.485;4191.3564;1.5571429;0.80788493;3.1475;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-25;37.19;4191.3564;1.5571429;0.81679326;3.042;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-26;38.24;4191.3564;1.5571429;0.81829715;3.0805;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-27;39.935;4191.3564;1.5571429;0.8153282;3.1585;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-28;40.3;4320.025;1.5571429;0.8109313;3.1045;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-29;40.3;4320.025;1.5571429;0.8109313;3.1045;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-30;40.3;4320.025;1.5571429;0.8109313;3.1045;11.45393107;102.7;2134575;21.566;1372513;58.1;97.1776;5.90163181;5.101235652;81.9
2010-05-31;41;4378.6914;1.5147059;0.81496274;3.1045;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-01;40.99;4401.3164;1.5147059;0.8138352;3.063;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-02;40.775;4401.3164;1.5147059;0.8195714;3.0405;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-03;41.26;4401.3164;1.4852941;0.8193699;2.9465;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-04;40.38;4416.1304;1.4852941;0.8308408;2.8195;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-05;40.38;4416.1304;1.4852941;0.8308408;2.8195;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-06;40.38;4416.1304;1.4852941;0.8308408;2.8195;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-07;40.08;4422.5825;1.4852941;0.838223;2.766;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-08;40.24;4410.6943;1.5;0.83696014;2.7795;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-09;41.94;4410.6943;1.5;0.8293937;2.85;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-10;43.255;4410.6943;1.5;0.8260367;2.8625;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-11;42.735;4412.361;1.5;0.82689047;2.904;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-12;42.735;4412.361;1.5;0.82689047;2.904;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-13;42.735;4412.361;1.5;0.82689047;2.904;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-14;42.52;4412.361;1.5;0.81453127;2.992;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-15;42.33;4419.031;1.5;0.8124797;3.0045;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-16;41.14;4455.1704;1.5;0.811919;2.9955;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-17;42.315;4455.1704;1.5;0.80938894;2.9055;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-18;43.12;4455.1704;1.5;0.8075588;2.884;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-19;43.12;4455.1704;1.5;0.8075588;2.884;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-20;43.12;4455.1704;1.5;0.8075588;2.884;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-21;44.5;4458.0376;1.5;0.80775446;2.942;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-22;44.47;4474.704;1.5;0.8141996;2.992;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-23;43.95;4493.151;1.5;0.81702685;2.9355;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-24;43.425;4532.839;1.530303;0.81195194;3.0055;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
2010-06-25;42.015;4577.078;1.530303;0.81353724;3.0955;12.03001478;102.7;2091883;21.5288;1425120;58.3;98.79198;5.90163181;4.845255571;82.2
