;Close;CONSEBIT;ANRATING;USD;COPPER;USLVSAAR;TOLLROADJAP;TOLLROADGER;CIVILAVCHINA;AIRCRAFTHOURSUS;ISM;IFO;10yInterestRateUS;10yInterestRateEURO;HEAVYTRUCKSALES
2011-05-08;51.33;8791.589;1.3918918;0.68934613;3.9755;13.32695801;98.2;2162975;24.368;1428612;58.9;106.30563;5.651634797;4.59182287;86.2
2011-05-09;50.7;8791.589;1.3918918;0.7009673;4.0165;13.32695801;98.2;2162975;24.368;1428612;58.9;106.30563;5.651634797;4.59182287;86.2
2011-05-10;51.03;8791.589;1.3918918;0.69657284;4.042;13.32695801;98.2;2162975;24.368;1428612;58.9;106.30563;5.651634797;4.59182287;86.2
2011-05-11;50.8;8791.589;1.3918918;0.6994964;3.9135;13.32695801;98.2;2162975;24.368;1428612;58.9;106.30563;5.651634797;4.59182287;86.2
2011-05-12;50.88;8791.589;1.3918918;0.7044486;3.9705;13.32695801;98.2;2162975;24.368;1428612;58.9;106.30563;5.651634797;4.59182287;86.2
2011-05-13;50.56;8802.923;1.3918918;0.70397747;3.9835;13.32695801;98.2;2162975;24.368;1428612;58.9;106.30563;5.651634797;4.59182287;86.2
2011-05-14;50.56;8802.923;1.3918918;0.70397747;3.9835;13.32695801;98.2;2162975;24.368;1428612;58.9;106.30563;5.651634797;4.59182287;86.2
2011-05-15;50.56;8802.923;1.3918918;0.70397747;3.9835;13.32695801;98.2;2162975;24.368;1428612;58.9;106.30563;5.651634797;4.59182287;86.2
2011-05-16;50.09;8802.923;1.3918918;0.7024445;3.9905;13.32695801;98.2;2162975;24.368;1428612;58.9;106.30563;5.651634797;4.59182287;86.2
2011-05-17;49.12;8802.923;1.3918918;0.7058408;3.9985;13.32695801;98.2;2162975;24.368;1428612;58.9;106.30563;5.651634797;4.59182287;86.2
2011-05-18;49.285;8802.923;1.3918918;0.7017298;4.105;13.32695801;98.2;2162975;24.368;1428612;58.9;106.30563;5.651634797;4.59182287;86.2
2011-05-19;49.71;8802.923;1.3918918;0.70168054;4.0525;13.32695801;98.2;2162975;24.368;1428612;58.9;106.30563;5.651634797;4.59182287;86.2
2011-05-20;48.85;8802.923;1.3918918;0.7065889;4.1215;13.32695801;98.2;2162975;24.368;1428612;58.9;106.30563;5.651634797;4.59182287;86.2
2011-05-21;48.85;8802.923;1.3918918;0.7065889;4.1215;13.32695801;98.2;2162975;24.368;1428612;58.9;106.30563;5.651634797;4.59182287;86.2
2011-05-22;48.85;8802.923;1.3918918;0.7065889;4.1215;13.32695801;98.2;2162975;24.368;1428612;58.9;106.30563;5.651634797;4.59182287;86.2
2011-05-23;47.39;8802.923;1.3918918;0.71316504;3.9915;13.32695801;98.2;2162975;24.368;1428612;58.9;106.30563;5.651634797;4.59182287;86.2
2011-05-24;47.9;8798;1.375;0.70904386;4.013;13.32695801;98.2;2162975;24.368;1428612;58.9;106.30563;5.651634797;4.59182287;86.2
2011-05-25;48.2;8798;1.375;0.71073204;4.107;13.32695801;98.2;2162975;24.368;1428612;58.9;106.30563;5.651634797;4.59182287;86.2
2011-05-26;47.875;8798;1.375;0.709245;4.111;13.32695801;98.2;2162975;24.368;1428612;58.9;106.30563;5.651634797;4.59182287;86.2
2011-05-27;48.08;8815.7;1.3472222;0.7012623;4.186;13.32695801;98.2;2162975;24.368;1428612;58.9;106.30563;5.651634797;4.59182287;86.2
2011-05-28;48.08;8815.7;1.3472222;0.7012623;4.186;13.32695801;98.2;2162975;24.368;1428612;58.9;106.30563;5.651634797;4.59182287;86.2
2011-05-29;48.08;8815.7;1.3472222;0.7012623;4.186;13.32695801;98.2;2162975;24.368;1428612;58.9;106.30563;5.651634797;4.59182287;86.2
2011-05-30;48.06;8815.7;1.3472222;0.7007463;4.186;13.32695801;98.2;2162975;24.368;1428612;58.9;106.30563;5.651634797;4.59182287;86.2
2011-05-31;49.105;8820.211;1.3472222;0.6956038;4.1775;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-01;48.51;8820.211;1.3472222;0.69321686;4.1065;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-02;47.325;8820.211;1.3472222;0.6925208;4.0845;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-03;47.57;8820.211;1.3472222;0.6865067;4.1345;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-04;47.57;8820.211;1.3472222;0.6865067;4.1345;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-05;47.57;8820.211;1.3472222;0.6865067;4.1345;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-06;47.2;8816.71;1.3472222;0.6847908;4.142;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-07;47.1;8816.71;1.3472222;0.6810829;4.1495;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-08;47.34;8816.71;1.3472222;0.6846033;4.1085;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-09;47.43;8809.795;1.3472222;0.6893224;4.1075;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-10;46.585;8809.795;1.3472222;0.69642735;4.056;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-11;46.585;8809.795;1.3472222;0.69642735;4.056;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-12;46.585;8809.795;1.3472222;0.69642735;4.056;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-13;46.63;8805.107;1.3472222;0.6956038;4.0345;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-14;47.15;8805.107;1.3472222;0.69070315;4.155;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-15;46.63;8809.444;1.3571428;0.6997411;4.122;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-16;46.97;8809.444;1.3571428;0.70711356;4.1175;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-17;47.34;8809.444;1.3571428;0.69893414;4.102;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-18;47.34;8809.444;1.3571428;0.69893414;4.102;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-19;47.34;8809.444;1.3571428;0.69893414;4.102;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-20;47.56;8807.215;1.3571428;0.6987144;4.0735;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-21;48.56;8807.215;1.3571428;0.695749;4.0885;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-22;48.91;8813.053;1.3571428;0.6928086;4.088;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-23;48.755;8813.053;1.3571428;0.7067887;4.039;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-24;49.02;8813.053;1.3571428;0.7059654;4.0985;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-25;49.02;8813.053;1.3571428;0.7059654;4.0985;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-26;49.02;8813.053;1.3571428;0.7059654;4.0985;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-27;49.24;8813.053;1.3571428;0.7002066;4.0515;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-28;50.39;8825.501;1.3571428;0.6962334;4.092;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-29;51.34;8825.501;1.3571428;0.6946374;4.2095;12.27981396;98.2;2413100;24.069;1448710;53.7;106.51973;5.651634797;4.436621864;86.8
2011-06-30;51.9;8825.501;1.3571428;0.68972653;4.2825;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-01;51.59;8825.501;1.3571428;0.6904885;4.3025;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-02;51.59;8825.501;1.3571428;0.6904885;4.3025;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-03;51.59;8825.501;1.3571428;0.6904885;4.3025;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-04;52.35;8825.501;1.3571428;0.6890849;4.3025;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-05;52.81;8825.501;1.3857143;0.6913717;4.3475;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-06;52.97;8849.639;1.3857143;0.6990074;4.335;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-07;52.63;8849.639;1.3857143;0.69606376;4.442;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-08;52.39;8849.639;1.3857143;0.701336;4.412;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-09;52.39;8849.639;1.3857143;0.701336;4.412;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-10;52.39;8849.639;1.3857143;0.701336;4.412;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-11;51;8871.011;1.375;0.7147963;4.368;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-12;51.68;8871.011;1.375;0.71502626;4.3915;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-13;53.17;8887.498;1.4027778;0.70613986;4.4035;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-14;53.26;8887.498;1.4027778;0.7064392;4.38;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-15;53.27;8904.429;1.4027778;0.7080398;4.413;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-16;53.27;8904.429;1.4027778;0.7080398;4.413;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-17;53.27;8904.429;1.4027778;0.7080398;4.413;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-18;51.5;8904.563;1.4027778;0.71298707;4.403;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-19;52.4;8885.116;1.4027778;0.7046968;4.468;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-20;52.45;8946.342;1.4027778;0.704399;4.436;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-21;52.25;8946.342;1.4027778;0.69543445;4.3835;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-22;52.47;8946.345;1.4027778;0.6961122;4.41;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-23;52.47;8946.345;1.4027778;0.6961122;4.41;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-24;52.47;8946.345;1.4027778;0.6961122;4.41;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-25;53.04;8946.345;1.4027778;0.6975203;4.4065;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-26;51.81;8946.345;1.4027778;0.6903455;4.478;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-27;51.03;9092.343;1.375;0.6952411;4.4465;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-28;51.07;9157.918;1.3611112;0.6993007;4.4695;11.88561183;98.2;2157099;23.247;1481651;56.6;106.3829;5.54788635;4.546506409;86.8
2011-07-29;50.66;9140.589;1.3611112;0.69589424;4.4795;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-07-30;50.66;9140.589;1.3611112;0.69589424;4.4795;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-07-31;50.66;9140.589;1.3611112;0.69589424;4.4795;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-01;49.005;9124.911;1.3611112;0.7041758;4.41;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-02;47.415;9124.911;1.3611112;0.7033338;4.395;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-03;45.33;9124.911;1.3611112;0.69969213;4.326;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-04;43.86;9136.201;1.3611112;0.7063893;4.2355;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-05;41.97;9143.169;1.3611112;0.7045727;4.117;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-06;41.97;9143.169;1.3611112;0.7045727;4.117;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-07;41.97;9143.169;1.3611112;0.7045727;4.117;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-08;39.01;9139.307;1.3611112;0.70479614;3.9615;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-09;38.88;9134.743;1.3611112;0.70318544;3.97;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-10;36.67;9134.743;1.3428571;0.7050943;3.8885;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-11;37.645;9134.743;1.3428571;0.70081997;4.0085;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-12;38.875;9127.905;1.3714286;0.7034575;4.012;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-13;38.875;9127.905;1.3714286;0.7034575;4.012;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-14;38.875;9127.905;1.3714286;0.7034575;4.012;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-15;38.415;9127.906;1.3714286;0.6922571;4.032;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-16;38.07;9127.906;1.3714286;0.6945168;3.994;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-17;38;9114.8955;1.3428571;0.69187397;4.032;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-18;35.66;9114.8955;1.3428571;0.69849473;3.966;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-19;34.735;9114.896;1.3428571;0.69355345;3.9835;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-20;34.735;9114.896;1.3428571;0.69355345;3.9835;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-21;34.735;9114.896;1.3428571;0.69355345;3.9835;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-22;33.96;9109.989;1.3428571;0.6953378;3.9555;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-23;34.265;9109.989;1.3428571;0.69487876;3.996;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-24;36.05;9091.321;1.3428571;0.6940107;3.998;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-25;35.75;9091.321;1.3428571;0.696767;4.079;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-26;35.59;9091.321;1.3428571;0.6964031;4.099;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-27;35.59;9091.321;1.3428571;0.6964031;4.099;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-28;35.59;9091.321;1.3428571;0.6964031;4.099;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-29;36.205;9091.321;1.3428571;0.6879945;4.089;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-30;36.175;9086.354;1.3611112;0.69283265;4.123;12.71885901;97.7;2202670;27.32;1543326;52.9;104.92084;5.54788635;4.448409048;87.2
2011-08-31;37.67;9086.354;1.3611112;0.6945409;4.2045;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-01;36.915;9086.354;1.4166666;0.7017298;4.1605;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-02;35.46;9086.354;1.4166666;0.7038041;4.1245;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-03;35.46;9086.354;1.4166666;0.7038041;4.1245;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-04;35.46;9086.354;1.4166666;0.7038041;4.1245;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-05;33.145;9086.353;1.4166666;0.7086168;4.1245;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-06;32.355;9086.353;1.4166666;0.7125552;4.056;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-07;34.265;9084.191;1.4166666;0.71245366;4.132;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-08;33.615;9079.263;1.4166666;0.7140817;4.1435;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-09;32.36;9071.488;1.4166666;0.72926164;4.0025;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-10;32.36;9071.488;1.4166666;0.72926164;4.0025;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-11;32.36;9071.488;1.4166666;0.72926164;4.0025;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-12;31.775;9071.488;1.4166666;0.73478085;3.9655;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-13;32.425;9071.488;1.4166666;0.73110104;3.97;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-14;34.25;9062.068;1.4166666;0.73144865;3.898;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-15;35.215;9062.068;1.4166666;0.72204775;3.957;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-16;36.395;9062.078;1.4166666;0.7254525;3.9315;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-17;36.395;9062.078;1.4166666;0.7254525;3.9315;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-18;36.395;9062.078;1.4166666;0.7254525;3.9315;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-19;35.4;9062.068;1.4166666;0.73459196;3.7825;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-20;36.785;9062.068;1.4166666;0.7293414;3.7255;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-21;35.4;9062.068;1.4166666;0.7304068;3.764;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-22;32.735;9079.811;1.4166666;0.7426662;3.4885;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-23;32.405;9077.649;1.3888888;0.739727;3.28;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-24;32.405;9077.649;1.3888888;0.739727;3.28;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-25;32.405;9077.649;1.3888888;0.739727;3.28;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-26;32.145;9066.989;1.3888888;0.74230784;3.283;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-27;34.45;9066.989;1.3888888;0.73340666;3.4395;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-28;34.425;9066.989;1.3888888;0.73524004;3.2465;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-29;34.825;9043.677;1.3888888;0.7326813;3.246;12.60371751;97.2;2240532;27.584;1495359;53;101.92136;4.732278291;4.235578435;86.6
2011-09-30;33.63;9043.677;1.3888888;0.7453231;3.152;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-01;33.63;9043.677;1.3888888;0.7453231;3.152;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-02;33.63;9043.677;1.3888888;0.7453231;3.152;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-03;32.845;9043.677;1.3888888;0.7533524;3.1505;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-04;30.965;9043.677;1.3888888;0.7531255;3.1035;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-05;32.605;9051.475;1.3513514;0.751343;3.106;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-06;33.55;9051.475;1.3513514;0.7460738;3.2465;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-07;33.98;9051.475;1.3513514;0.74117994;3.2735;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-08;33.98;9051.475;1.3513514;0.74117994;3.2735;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-09;33.98;9051.475;1.3513514;0.74117994;3.2735;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-10;35.37;9051.475;1.3513514;0.73233247;3.368;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-11;35.85;9044.253;1.3513514;0.73329914;3.2905;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-12;37.85;9069.92;1.3378378;0.7248478;3.3935;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-13;37.165;9069.92;1.3378378;0.7296341;3.307;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-14;37.82;9062.867;1.3243244;0.7212405;3.4085;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-15;37.82;9062.867;1.3243244;0.7212405;3.4085;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-16;37.82;9062.867;1.3243244;0.7212405;3.4085;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-17;36.51;9064.022;1.3243244;0.726533;3.378;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-18;36.49;9064.023;1.3243244;0.7307805;3.36;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-19;36.12;9058.723;1.3378378;0.72453266;3.258;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-20;34.985;9044.723;1.3243244;0.7300336;3.0575;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-21;36.72;9039.634;1.3243244;0.7195539;3.223;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-22;36.72;9039.634;1.3243244;0.7195539;3.223;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-23;36.72;9039.634;1.3243244;0.7195539;3.223;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-24;37.305;9039.634;1.3783784;0.7202535;3.449;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-25;37.75;9061.361;1.3684211;0.71916574;3.4205;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-26;37.895;9061.361;1.3684211;0.723589;3.49;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-27;39.07;8976.437;1.4078947;0.7070886;3.692;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-28;39.2;8907.095;1.4078947;0.70541763;3.706;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
2011-10-29;39.2;8907.095;1.4078947;0.70541763;3.706;13.35611513;102.7;2345481;25.011;1356772;52.8;99.73543;4.732278291;3.813748455;86.2
