Date;Close;USD;COPPER;USLVSAAR;TOLLROADJAP;TOLLROADGER;CIVILAVCHINA;AIRCRAFTHOURSUS;ISM;IFO;10yInterestRateUS;10yInterestRateEURO;HEAVYTRUCKSALES;Harmonized Unemployment Rate, Both sexes, All Ages, SA, Percent EA19 - Euro Zone;Unemployment Rate, U-3, SA, Percent - United States;Employment, SA, Persons - United States;Personal Consumption Expenditures, Bil Chained 2009, SAAR, Bil USD - United States;Real GDP, 1995=100, Index - Brazil;Foreign Trade, Exports, Mining, Copper, Mil USD - Chile;Money Supply, M1, SA, Bil USD - United States;Monetary Aggregates, Levels (end-of-period), Monetary aggregate M1 (EA Changing Composition), SA, Bil EUR - Euro Zone;Money Supply, M1, 100 Mil CNY - China;HCPI, All Items, Euro Area 19 Countries, 2015=100, Index - Euro Zone
2013-01-11;7715.53;0.7493163;3.654;15.46150489;102.8;1805282;25.632;1363638;50.4;93.14653;3.466834774;3.667201591;88.6;11.9;7.9;143330;11074.7;171.9139801;4214.363583;2461.2;5102.62;308672.99;99.11
2013-01-12;7715.53;0.7493163;3.654;15.46150489;102.8;1805282;25.632;1363638;50.4;93.14653;3.466834774;3.667201591;88.6;11.9;7.9;143330;11074.7;171.9139801;4214.363583;2461.2;5102.62;308672.99;99.11
2013-01-13;7729.52;0.7493163;3.654;15.46150489;102.8;1805282;25.632;1363638;50.4;93.14653;3.466834774;3.667201591;88.6;11.9;7.9;143330;11074.7;171.9139801;4214.363583;2461.2;5102.62;308672.99;99.11
2013-01-14;7729.52;0.748167;3.634;15.46150489;102.8;1805282;25.632;1363638;50.4;93.14653;3.466834774;3.667201591;88.6;11.9;7.9;143330;11074.7;171.9139801;4214.363583;2461.2;5102.62;308672.99;99.11
2013-01-15;7675.91;0.7491759;3.6375;15.46150489;102.8;1805282;25.632;1363638;50.4;93.14653;3.466834774;3.667201591;88.6;11.9;7.9;143330;11074.7;171.9139801;4214.363583;2461.2;5102.62;308672.99;99.11
2013-01-16;7691.13;0.75207764;3.6065;15.46150489;102.8;1805282;25.632;1363638;50.4;93.14653;3.466834774;3.667201591;88.6;11.9;7.9;143330;11074.7;171.9139801;4214.363583;2461.2;5102.62;308672.99;99.11
2013-01-17;7735.46;0.7486151;3.662;15.46150489;102.8;1805282;25.632;1363638;50.4;93.14653;3.466834774;3.667201591;88.6;11.9;7.9;143330;11074.7;171.9139801;4214.363583;2461.2;5102.62;308672.99;99.11
2013-01-18;7702.23;0.7523605;3.679;15.46150489;102.8;1805282;25.632;1363638;50.4;93.14653;3.466834774;3.667201591;88.6;11.9;7.9;143330;11074.7;171.9139801;4214.363583;2461.2;5102.62;308672.99;99.11
2013-01-19;7702.23;0.7523605;3.679;15.46150489;102.8;1805282;25.632;1363638;50.4;93.14653;3.466834774;3.667201591;88.6;11.9;7.9;143330;11074.7;171.9139801;4214.363583;2461.2;5102.62;308672.99;99.11
2013-01-20;7748.86;0.7523605;3.679;15.46150489;102.8;1805282;25.632;1363638;50.4;93.14653;3.466834774;3.667201591;88.6;11.9;7.9;143330;11074.7;171.9139801;4214.363583;2461.2;5102.62;308672.99;99.11
2013-01-21;7748.86;0.75103265;3.679;15.46150489;102.8;1805282;25.632;1363638;50.4;93.14653;3.466834774;3.667201591;88.6;11.9;7.9;143330;11074.7;171.9139801;4214.363583;2461.2;5102.62;308672.99;99.11
2013-01-22;7696.21;0.75264364;3.705;15.46150489;102.8;1805282;25.632;1363638;50.4;93.14653;3.466834774;3.667201591;88.6;11.9;7.9;143330;11074.7;171.9139801;4214.363583;2461.2;5102.62;308672.99;99.11
2013-01-23;7707.54;0.7529554;3.6845;15.46150489;102.8;1805282;25.632;1363638;50.4;93.14653;3.466834774;3.667201591;88.6;11.9;7.9;143330;11074.7;171.9139801;4214.363583;2461.2;5102.62;308672.99;99.11
2013-01-24;7748.13;0.74771947;3.6765;15.46150489;102.8;1805282;25.632;1363638;50.4;93.14653;3.466834774;3.667201591;88.6;11.9;7.9;143330;11074.7;171.9139801;4214.363583;2461.2;5102.62;308672.99;99.11
2013-01-25;7857.97;0.742115;3.652;15.46150489;102.8;1805282;25.632;1363638;50.4;93.14653;3.466834774;3.667201591;88.6;11.9;7.9;143330;11074.7;171.9139801;4214.363583;2461.2;5102.62;308672.99;99.11
2013-01-26;7857.97;0.742115;3.652;15.46150489;102.8;1805282;25.632;1363638;50.4;93.14653;3.466834774;3.667201591;88.6;11.9;7.9;143330;11074.7;171.9139801;4214.363583;2461.2;5102.62;308672.99;99.11
2013-01-27;7833;0.742115;3.652;15.46150489;102.8;1805282;25.632;1363638;50.4;93.14653;3.466834774;3.667201591;88.6;11.9;7.9;143330;11074.7;171.9139801;4214.363583;2461.2;5102.62;308672.99;99.11
2013-01-28;7833;0.74288684;3.6615;15.46150489;102.8;1805282;25.632;1363638;50.4;93.14653;3.466834774;3.667201591;88.6;11.9;7.9;143330;11074.7;171.9139801;4214.363583;2461.2;5102.62;308672.99;99.11
2013-01-29;7848.57;0.74194986;3.6915;15.46150489;102.8;1805282;25.632;1363638;50.4;93.14653;3.466834774;3.667201591;88.6;11.9;7.9;143330;11074.7;171.9139801;4214.363583;2461.2;5102.62;308672.99;99.11
2013-01-30;7811.31;0.7369468;3.75;15.46150489;102.8;1805282;25.632;1363638;50.4;93.14653;3.466834774;3.667201591;88.6;11.9;7.9;143330;11074.7;171.9139801;4214.363583;2461.2;5102.62;308672.99;99.11
2013-01-31;7776.05;0.7367025;3.732;15.81329484;102.8;2180430;25.67;1340467;52.3;95.4649;3.466834774;3.667201591;89.1;12;8;143292;11116.1;167.6318712;3351.134312;2473.4;5106.986;311228.55;98.09
2013-02-01;7833.39;0.7301402;3.7845;15.81329484;102.8;2180430;25.67;1340467;52.3;95.4649;3.466834774;3.667201591;89.1;12;8;143292;11116.1;167.6318712;3351.134312;2473.4;5106.986;311228.55;98.09
2013-02-02;7833.39;0.7301402;3.7845;15.81329484;102.8;2180430;25.67;1340467;52.3;95.4649;3.466834774;3.667201591;89.1;12;8;143292;11116.1;167.6318712;3351.134312;2473.4;5106.986;311228.55;98.09
2013-02-03;7638.23;0.7301402;3.7845;15.81329484;102.8;2180430;25.67;1340467;52.3;95.4649;3.466834774;3.667201591;89.1;12;8;143292;11116.1;167.6318712;3351.134312;2473.4;5106.986;311228.55;98.09
2013-02-04;7638.23;0.7375447;3.7685;15.81329484;102.8;2180430;25.67;1340467;52.3;95.4649;3.466834774;3.667201591;89.1;12;8;143292;11116.1;167.6318712;3351.134312;2473.4;5106.986;311228.55;98.09
2013-02-05;7664.66;0.73918027;3.77;15.81329484;102.8;2180430;25.67;1340467;52.3;95.4649;3.466834774;3.667201591;89.1;12;8;143292;11116.1;167.6318712;3351.134312;2473.4;5106.986;311228.55;98.09
2013-02-06;7581.18;0.7386615;3.7405;15.81329484;102.8;2180430;25.67;1340467;52.3;95.4649;3.466834774;3.667201591;89.1;12;8;143292;11116.1;167.6318712;3351.134312;2473.4;5106.986;311228.55;98.09
2013-02-07;7590.85;0.7468539;3.727;15.81329484;102.8;2180430;25.67;1340467;52.3;95.4649;3.466834774;3.667201591;89.1;12;8;143292;11116.1;167.6318712;3351.134312;2473.4;5106.986;311228.55;98.09
2013-02-08;7652.14;0.74735624;3.7595;15.81329484;102.8;2180430;25.67;1340467;52.3;95.4649;3.466834774;3.667201591;89.1;12;8;143292;11116.1;167.6318712;3351.134312;2473.4;5106.986;311228.55;98.09
2013-02-09;7652.14;0.74735624;3.7595;15.81329484;102.8;2180430;25.67;1340467;52.3;95.4649;3.466834774;3.667201591;89.1;12;8;143292;11116.1;167.6318712;3351.134312;2473.4;5106.986;311228.55;98.09
2013-02-10;7633.74;0.74735624;3.7595;15.81329484;102.8;2180430;25.67;1340467;52.3;95.4649;3.466834774;3.667201591;89.1;12;8;143292;11116.1;167.6318712;3351.134312;2473.4;5106.986;311228.55;98.09
2013-02-11;7633.74;0.74744004;3.7225;15.81329484;102.8;2180430;25.67;1340467;52.3;95.4649;3.466834774;3.667201591;89.1;12;8;143292;11116.1;167.6318712;3351.134312;2473.4;5106.986;311228.55;98.09
2013-02-12;7660.19;0.7426937;3.744;15.81329484;102.8;2180430;25.67;1340467;52.3;95.4649;3.466834774;3.667201591;89.1;12;8;143292;11116.1;167.6318712;3351.134312;2473.4;5106.986;311228.55;98.09
2013-02-13;7711.89;0.7442414;3.7425;15.81329484;102.8;2180430;25.67;1340467;52.3;95.4649;3.466834774;3.667201591;89.1;12;8;143292;11116.1;167.6318712;3351.134312;2473.4;5106.986;311228.55;98.09
2013-02-14;7631.19;0.7495409;3.7375;15.81329484;102.8;2180430;25.67;1340467;52.3;95.4649;3.466834774;3.667201591;89.1;12;8;143292;11116.1;167.6318712;3351.134312;2473.4;5106.986;311228.55;98.09
2013-02-15;7593.51;0.7490356;3.737;15.81329484;102.8;2180430;25.67;1340467;52.3;95.4649;3.466834774;3.667201591;89.1;12;8;143292;11116.1;167.6318712;3351.134312;2473.4;5106.986;311228.55;98.09
2013-02-16;7593.51;0.7490356;3.737;15.81329484;102.8;2180430;25.67;1340467;52.3;95.4649;3.466834774;3.667201591;89.1;12;8;143292;11116.1;167.6318712;3351.134312;2473.4;5106.986;311228.55;98.09
2013-02-17;7628.73;0.7490356;3.737;15.81329484;102.8;2180430;25.67;1340467;52.3;95.4649;3.466834774;3.667201591;89.1;12;8;143292;11116.1;167.6318712;3351.134312;2473.4;5106.986;311228.55;98.09
2013-02-18;7628.73;0.7490076;3.737;15.81329484;102.8;2180430;25.67;1340467;52.3;95.4649;3.466834774;3.667201591;89.1;12;8;143292;11116.1;167.6318712;3351.134312;2473.4;5106.986;311228.55;98.09
2013-02-19;7752.45;0.7486991;3.6495;15.81329484;102.8;2180430;25.67;1340467;52.3;95.4649;3.466834774;3.667201591;89.1;12;8;143292;11116.1;167.6318712;3351.134312;2473.4;5106.986;311228.55;98.09
2013-02-20;7728.9;0.74794316;3.608;15.81329484;102.8;2180430;25.67;1340467;52.3;95.4649;3.466834774;3.667201591;89.1;12;8;143292;11116.1;167.6318712;3351.134312;2473.4;5106.986;311228.55;98.09
2013-02-21;7583.57;0.7562866;3.553;15.81329484;102.8;2180430;25.67;1340467;52.3;95.4649;3.466834774;3.667201591;89.1;12;8;143292;11116.1;167.6318712;3351.134312;2473.4;5106.986;311228.55;98.09
2013-02-22;7661.91;0.75976294;3.533;15.81329484;102.8;2180430;25.67;1340467;52.3;95.4649;3.466834774;3.667201591;89.1;12;8;143292;11116.1;167.6318712;3351.134312;2473.4;5106.986;311228.55;98.09
2013-02-23;7661.91;0.75976294;3.533;15.81329484;102.8;2180430;25.67;1340467;52.3;95.4649;3.466834774;3.667201591;89.1;12;8;143292;11116.1;167.6318712;3351.134312;2473.4;5106.986;311228.55;98.09
2013-02-24;7773.19;0.75976294;3.533;15.81329484;102.8;2180430;25.67;1340467;52.3;95.4649;3.466834774;3.667201591;89.1;12;8;143292;11116.1;167.6318712;3351.134312;2473.4;5106.986;311228.55;98.09
2013-02-25;7773.19;0.7567445;3.543;15.81329484;102.8;2180430;25.67;1340467;52.3;95.4649;3.466834774;3.667201591;89.1;12;8;143292;11116.1;167.6318712;3351.134312;2473.4;5106.986;311228.55;98.09
2013-02-26;7597.11;0.7649354;3.5665;15.81329484;102.8;2180430;25.67;1340467;52.3;95.4649;3.466834774;3.667201591;89.1;12;8;143292;11116.1;167.6318712;3351.134312;2473.4;5106.986;311228.55;98.09
2013-02-27;7675.83;0.76283467;3.545;15.81329484;102.8;2180430;25.67;1340467;52.3;95.4649;3.466834774;3.667201591;89.1;12;8;143292;11116.1;167.6318712;3351.134312;2473.4;5106.986;311228.55;98.09
2013-02-28;7741.7;0.7649061;3.5475;15.86071456;102.8;2085320;27.874;1230340;53.1;97.54621;3.466834774;3.7259852;89.4;12.1;7.7;143362;11112.1;167.6318712;2973.388759;2472.1;5145.986;296103.24;98.45
2013-03-01;7708.16;0.7701787;3.501;15.86071456;102.8;2085320;27.874;1230340;53.1;97.54621;3.466834774;3.7259852;89.4;12.1;7.7;143362;11112.1;167.6318712;2973.388759;2472.1;5145.986;296103.24;98.45
2013-03-02;7708.16;0.7701787;3.501;15.86071456;102.8;2085320;27.874;1230340;53.1;97.54621;3.466834774;3.7259852;89.4;12.1;7.7;143362;11112.1;167.6318712;2973.388759;2472.1;5145.986;296103.24;98.45
2013-03-03;7691.68;0.7701787;3.501;15.86071456;102.8;2085320;27.874;1230340;53.1;97.54621;3.466834774;3.7259852;89.4;12.1;7.7;143362;11112.1;167.6318712;2973.388759;2472.1;5145.986;296103.24;98.45
2013-03-04;7691.68;0.76866907;3.5015;15.86071456;102.8;2085320;27.874;1230340;53.1;97.54621;3.466834774;3.7259852;89.4;12.1;7.7;143362;11112.1;167.6318712;2973.388759;2472.1;5145.986;296103.24;98.45
2013-03-05;7870.31;0.7676659;3.515;15.86071456;102.8;2085320;27.874;1230340;53.1;97.54621;3.466834774;3.7259852;89.4;12.1;7.7;143362;11112.1;167.6318712;2973.388759;2472.1;5145.986;296103.24;98.45
2013-03-06;7919.33;0.7692308;3.493;15.86071456;102.8;2085320;27.874;1230340;53.1;97.54621;3.466834774;3.7259852;89.4;12.1;7.7;143362;11112.1;167.6318712;2973.388759;2472.1;5145.986;296103.24;98.45
2013-03-07;7939.77;0.7643799;3.5205;15.86071456;102.8;2085320;27.874;1230340;53.1;97.54621;3.466834774;3.7259852;89.4;12.1;7.7;143362;11112.1;167.6318712;2973.388759;2472.1;5145.986;296103.24;98.45
2013-03-08;7986.47;0.77032703;3.509;15.86071456;102.8;2085320;27.874;1230340;53.1;97.54621;3.466834774;3.7259852;89.4;12.1;7.7;143362;11112.1;167.6318712;2973.388759;2472.1;5145.986;296103.24;98.45
2013-03-09;7986.47;0.77032703;3.509;15.86071456;102.8;2085320;27.874;1230340;53.1;97.54621;3.466834774;3.7259852;89.4;12.1;7.7;143362;11112.1;167.6318712;2973.388759;2472.1;5145.986;296103.24;98.45
2013-03-10;7984.29;0.77032703;3.509;15.86071456;102.8;2085320;27.874;1230340;53.1;97.54621;3.466834774;3.7259852;89.4;12.1;7.7;143362;11112.1;167.6318712;2973.388759;2472.1;5145.986;296103.24;98.45
2013-03-11;7984.29;0.7683737;3.517;15.86071456;102.8;2085320;27.874;1230340;53.1;97.54621;3.466834774;3.7259852;89.4;12.1;7.7;143362;11112.1;167.6318712;2973.388759;2472.1;5145.986;296103.24;98.45
2013-03-12;7966.12;0.7679902;3.5545;15.86071456;102.8;2085320;27.874;1230340;53.1;97.54621;3.466834774;3.7259852;89.4;12.1;7.7;143362;11112.1;167.6318712;2973.388759;2472.1;5145.986;296103.24;98.45
2013-03-13;7970.91;0.77223057;3.525;15.86071456;102.8;2085320;27.874;1230340;53.1;97.54621;3.466834774;3.7259852;89.4;12.1;7.7;143362;11112.1;167.6318712;2973.388759;2472.1;5145.986;296103.24;98.45
2013-03-14;8058.37;0.77038634;3.5365;15.86071456;102.8;2085320;27.874;1230340;53.1;97.54621;3.466834774;3.7259852;89.4;12.1;7.7;143362;11112.1;167.6318712;2973.388759;2472.1;5145.986;296103.24;98.45
2013-03-15;8042.85;0.76534516;3.5205;15.86071456;102.8;2085320;27.874;1230340;53.1;97.54621;3.466834774;3.7259852;89.4;12.1;7.7;143362;11112.1;167.6318712;2973.388759;2472.1;5145.986;296103.24;98.45
2013-03-16;8042.85;0.76534516;3.5205;15.86071456;102.8;2085320;27.874;1230340;53.1;97.54621;3.466834774;3.7259852;89.4;12.1;7.7;143362;11112.1;167.6318712;2973.388759;2472.1;5145.986;296103.24;98.45
2013-03-17;8010.7;0.76534516;3.5205;15.86071456;102.8;2085320;27.874;1230340;53.1;97.54621;3.466834774;3.7259852;89.4;12.1;7.7;143362;11112.1;167.6318712;2973.388759;2472.1;5145.986;296103.24;98.45
2013-03-18;8010.7;0.77172405;3.428;15.86071456;102.8;2085320;27.874;1230340;53.1;97.54621;3.466834774;3.7259852;89.4;12.1;7.7;143362;11112.1;167.6318712;2973.388759;2472.1;5145.986;296103.24;98.45
2013-03-19;7947.79;0.7760059;3.4055;15.86071456;102.8;2085320;27.874;1230340;53.1;97.54621;3.466834774;3.7259852;89.4;12.1;7.7;143362;11112.1;167.6318712;2973.388759;2472.1;5145.986;296103.24;98.45
2013-03-20;8001.97;0.77220076;3.4465;15.86071456;102.8;2085320;27.874;1230340;53.1;97.54621;3.466834774;3.7259852;89.4;12.1;7.7;143362;11112.1;167.6318712;2973.388759;2472.1;5145.986;296103.24;98.45
2013-03-21;7932.51;0.7736645;3.435;15.86071456;102.8;2085320;27.874;1230340;53.1;97.54621;3.466834774;3.7259852;89.4;12.1;7.7;143362;11112.1;167.6318712;2973.388759;2472.1;5145.986;296103.24;98.45
2013-03-22;7911.35;0.76940835;3.466;15.86071456;102.8;2085320;27.874;1230340;53.1;97.54621;3.466834774;3.7259852;89.4;12.1;7.7;143362;11112.1;167.6318712;2973.388759;2472.1;5145.986;296103.24;98.45
2013-03-23;7911.35;0.76940835;3.466;15.86071456;102.8;2085320;27.874;1230340;53.1;97.54621;3.466834774;3.7259852;89.4;12.1;7.7;143362;11112.1;167.6318712;2973.388759;2472.1;5145.986;296103.24;98.45
2013-03-24;7870.9;0.76940835;3.466;15.86071456;102.8;2085320;27.874;1230340;53.1;97.54621;3.466834774;3.7259852;89.4;12.1;7.7;143362;11112.1;167.6318712;2973.388759;2472.1;5145.986;296103.24;98.45
2013-03-25;7870.9;0.77624685;3.445;15.86071456;102.8;2085320;27.874;1230340;53.1;97.54621;3.466834774;3.7259852;89.4;12.1;7.7;143362;11112.1;167.6318712;2973.388759;2472.1;5145.986;296103.24;98.45
2013-03-26;7879.67;0.77766544;3.4425;15.86071456;102.8;2085320;27.874;1230340;53.1;97.54621;3.466834774;3.7259852;89.4;12.1;7.7;143362;11112.1;167.6318712;2973.388759;2472.1;5145.986;296103.24;98.45
2013-03-27;7789.09;0.7824114;3.4435;15.86071456;102.8;2085320;27.874;1230340;53.1;97.54621;3.466834774;3.7259852;89.4;12.1;7.7;143362;11112.1;167.6318712;2973.388759;2472.1;5145.986;296103.24;98.45
2013-03-28;7795.31;0.77875555;3.402;15.86071456;102.8;2085320;27.874;1230340;53.1;97.54621;3.466834774;3.7259852;89.4;12.1;7.7;143362;11112.1;167.6318712;2973.388759;2472.1;5145.986;296103.24;98.45
2013-03-29;7795.31;0.77875465;3.402;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-03-30;7795.31;0.77875465;3.402;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-03-31;7795.31;0.77875465;3.402;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-04-01;7795.31;0.77839184;3.3745;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-04-02;7943.87;0.7789072;3.3785;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-04-03;7874.75;0.7783313;3.333;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-04-04;7817.39;0.77796793;3.3515;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-04-05;7658.75;0.7679312;3.344;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-04-06;7658.75;0.7679312;3.344;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-04-07;7662.64;0.7679312;3.344;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-04-08;7662.64;0.76822615;3.371;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-04-09;7637.51;0.7658434;3.4415;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-04-10;7810.63;0.7642338;3.418;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-04-11;7871.63;0.7618177;3.4335;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-04-12;7744.77;0.7635045;3.35;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-04-13;7744.77;0.7635045;3.35;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-04-14;7712.63;0.7635045;3.35;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-04-15;7712.63;0.76429224;3.273;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-04-16;7682.58;0.7616146;3.3055;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-04-17;7503.03;0.76675355;3.1875;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-04-18;7473.73;0.7644091;3.2045;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-04-19;7459.96;0.76443833;3.1485;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-04-20;7459.96;0.76443833;3.1485;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-04-21;7478.11;0.76443833;3.1485;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-04-22;7478.11;0.76743025;3.131;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-04-23;7658.21;0.7683442;3.093;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-04-24;7759.03;0.76949716;3.157;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-04-25;7832.86;0.7688759;3.237;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-04-26;7814.76;0.7676364;3.1845;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-04-27;7814.76;0.7676364;3.1845;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-04-28;7873.5;0.7676364;3.1845;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-04-29;7873.5;0.7633588;3.2255;15.72255009;102.8;2225500;28.783;1443925;51.5;97.04826;3.466834774;3.7259852;89.2;12;7.5;143316;11114.4;167.6318712;2714.727252;2480.2;5176.416;310898.29;99.61
2013-04-30;7913.71;0.75849515;3.1875;15.81012712;102.8;2371680;28.492;1398895;50;95.64433;3.695668188;3.7259852;89.7;12.1;7.6;143635;11101.2;174.7269915;3452.260811;2515.1;5213.316;307648.42;99.52
2013-05-01;7913.71;0.7579777;3.08;15.81012712;102.8;2371680;28.492;1398895;50;95.64433;3.695668188;3.7259852;89.7;12.1;7.6;143635;11101.2;174.7269915;3452.260811;2515.1;5213.316;307648.42;99.52
2013-05-02;7961.71;0.7649354;3.1045;15.81012712;102.8;2371680;28.492;1398895;50;95.64433;3.695668188;3.7259852;89.7;12.1;7.6;143635;11101.2;174.7269915;3452.260811;2515.1;5213.316;307648.42;99.52
2013-05-03;8122.29;0.7623985;3.3145;15.81012712;102.8;2371680;28.492;1398895;50;95.64433;3.695668188;3.7259852;89.7;12.1;7.6;143635;11101.2;174.7269915;3452.260811;2515.1;5213.316;307648.42;99.52
2013-05-04;8122.29;0.7623985;3.3145;15.81012712;102.8;2371680;28.492;1398895;50;95.64433;3.695668188;3.7259852;89.7;12.1;7.6;143635;11101.2;174.7269915;3452.260811;2515.1;5213.316;307648.42;99.52
2013-05-05;8112.08;0.7623985;3.3145;15.81012712;102.8;2371680;28.492;1398895;50;95.64433;3.695668188;3.7259852;89.7;12.1;7.6;143635;11101.2;174.7269915;3452.260811;2515.1;5213.316;307648.42;99.52
2013-05-06;8112.08;0.76590204;3.3105;15.81012712;102.8;2371680;28.492;1398895;50;95.64433;3.695668188;3.7259852;89.7;12.1;7.6;143635;11101.2;174.7269915;3452.260811;2515.1;5213.316;307648.42;99.52
2013-05-07;8181.78;0.7642338;3.3025;15.81012712;102.8;2371680;28.492;1398895;50;95.64433;3.695668188;3.7259852;89.7;12.1;7.6;143635;11101.2;174.7269915;3452.260811;2515.1;5213.316;307648.42;99.52
2013-05-08;8249.71;0.7590997;3.3705;15.81012712;102.8;2371680;28.492;1398895;50;95.64433;3.695668188;3.7259852;89.7;12.1;7.6;143635;11101.2;174.7269915;3452.260811;2515.1;5213.316;307648.42;99.52
