Date;Close;USD;COPPER;USLVSAAR;TOLLROADJAP;TOLLROADGER;CIVILAVCHINA;AIRCRAFTHOURSUS;ISM;IFO;10yInterestRateUS;10yInterestRateEURO;HEAVYTRUCKSALES;Harmonized Unemployment Rate, Both sexes, All Ages, SA, Percent EA19 - Euro Zone;Unemployment Rate, U-3, SA, Percent - United States;Employment, SA, Persons - United States;Personal Consumption Expenditures, Bil Chained 2009, SAAR, Bil USD - United States;Real GDP, 1995=100, Index - Brazil;Foreign Trade, Exports, Mining, Copper, Mil USD - Chile;Money Supply, M1, SA, Bil USD - United States;Monetary Aggregates, Levels (end-of-period), Monetary aggregate M1 (EA Changing Composition), SA, Bil EUR - Euro Zone;Money Supply, M1, 100 Mil CNY - China;HCPI, All Items, Euro Area 19 Countries, 2015=100, Index - Euro Zone
2009-12-31;5957.43;0.69698554;3.3465;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7;10.1;9.9;138013;10505.9;154.745024;3756.22494;1692.8;4500.56;221445.81;92.31
2010-01-01;5957.43;0.696986;3.3465;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7;10.1;9.9;138013;10505.9;154.745024;3756.22494;1692.8;4500.56;221445.81;92.31
2010-01-02;5957.43;0.696986;3.3465;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7;10.1;9.9;138013;10505.9;154.745024;3756.22494;1692.8;4500.56;221445.81;92.31
2010-01-03;6048.3;0.696986;3.3465;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7;10.1;9.9;138013;10505.9;154.745024;3756.22494;1692.8;4500.56;221445.81;92.31
2010-01-04;6048.3;0.69259274;3.406;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7;10.1;9.9;138013;10505.9;154.745024;3756.22494;1692.8;4500.56;221445.81;92.31
2010-01-05;6031.86;0.69364965;3.4135;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7;10.1;9.9;138013;10505.9;154.745024;3756.22494;1692.8;4500.56;221445.81;92.31
2010-01-06;6034.33;0.6950478;3.4945;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7;10.1;9.9;138013;10505.9;154.745024;3756.22494;1692.8;4500.56;221445.81;92.31
2010-01-07;6019.36;0.69800717;3.427;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7;10.1;9.9;138013;10505.9;154.745024;3756.22494;1692.8;4500.56;221445.81;92.31
2010-01-08;6037.61;0.6980559;3.4005;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7;10.1;9.9;138013;10505.9;154.745024;3756.22494;1692.8;4500.56;221445.81;92.31
2010-01-09;6037.61;0.6980559;3.4005;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7;10.1;9.9;138013;10505.9;154.745024;3756.22494;1692.8;4500.56;221445.81;92.31
2010-01-10;6040.5;0.6980559;3.4005;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7;10.1;9.9;138013;10505.9;154.745024;3756.22494;1692.8;4500.56;221445.81;92.31
2010-01-11;6040.5;0.6874506;3.441;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7;10.1;9.9;138013;10505.9;154.745024;3756.22494;1692.8;4500.56;221445.81;92.31
2010-01-12;5943;0.6877579;3.3495;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7;10.1;9.9;138013;10505.9;154.745024;3756.22494;1692.8;4500.56;221445.81;92.31
2010-01-13;5963.14;0.6892749;3.4;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7;10.1;9.9;138013;10505.9;154.745024;3756.22494;1692.8;4500.56;221445.81;92.31
2010-01-14;5988.88;0.690894;3.3875;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7;10.1;9.9;138013;10505.9;154.745024;3756.22494;1692.8;4500.56;221445.81;92.31
2010-01-15;5875.97;0.6959669;3.366;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7;10.1;9.9;138013;10505.9;154.745024;3756.22494;1692.8;4500.56;221445.81;92.31
2010-01-16;5875.97;0.6959669;3.366;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7;10.1;9.9;138013;10505.9;154.745024;3756.22494;1692.8;4500.56;221445.81;92.31
2010-01-17;5918.55;0.6959669;3.366;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7;10.1;9.9;138013;10505.9;154.745024;3756.22494;1692.8;4500.56;221445.81;92.31
2010-01-18;5918.55;0.69519275;3.366;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7;10.1;9.9;138013;10505.9;154.745024;3756.22494;1692.8;4500.56;221445.81;92.31
2010-01-19;5976.48;0.7002066;3.447;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7;10.1;9.9;138013;10505.9;154.745024;3756.22494;1692.8;4500.56;221445.81;92.31
2010-01-20;5851.53;0.7084411;3.355;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7;10.1;9.9;138013;10505.9;154.745024;3756.22494;1692.8;4500.56;221445.81;92.31
2010-01-21;5746.97;0.7114906;3.295;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7;10.1;9.9;138013;10505.9;154.745024;3756.22494;1692.8;4500.56;221445.81;92.31
2010-01-22;5695.32;0.70776415;3.347;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7;10.1;9.9;138013;10505.9;154.745024;3756.22494;1692.8;4500.56;221445.81;92.31
2010-01-23;5695.32;0.70776415;3.347;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7;10.1;9.9;138013;10505.9;154.745024;3756.22494;1692.8;4500.56;221445.81;92.31
2010-01-24;5631.37;0.70776415;3.347;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7;10.1;9.9;138013;10505.9;154.745024;3756.22494;1692.8;4500.56;221445.81;92.31
2010-01-25;5631.37;0.7064142;3.393;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7;10.1;9.9;138013;10505.9;154.745024;3756.22494;1692.8;4500.56;221445.81;92.31
2010-01-26;5668.93;0.71136403;3.3395;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7;10.1;9.9;138013;10505.9;154.745024;3756.22494;1692.8;4500.56;221445.81;92.31
2010-01-27;5643.2;0.7122;3.2225;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7;10.1;9.9;138013;10505.9;154.745024;3756.22494;1692.8;4500.56;221445.81;92.31
2010-01-28;5540.33;0.7163324;3.098;11.28401453;101.8;1842172;18.746;1364105;55.3;89.87869;6;5.2;79.7;10.1;9.9;138013;10505.9;154.745024;3756.22494;1692.8;4500.56;221445.81;92.31
2010-01-29;5608.79;0.71945035;3.0525;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2;10.2;9.8;138438;10488.1;152.5275562;2582.604322;1674.7;4546.051;229588.98;91.56
2010-01-30;5608.79;0.71945035;3.0525;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2;10.2;9.8;138438;10488.1;152.5275562;2582.604322;1674.7;4546.051;229588.98;91.56
2010-01-31;5654.48;0.71945035;3.0525;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2;10.2;9.8;138438;10488.1;152.5275562;2582.604322;1674.7;4546.051;229588.98;91.56
2010-02-01;5654.48;0.7196574;3.0835;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2;10.2;9.8;138438;10488.1;152.5275562;2582.604322;1674.7;4546.051;229588.98;91.56
2010-02-02;5709.66;0.7167688;3.0895;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2;10.2;9.8;138438;10488.1;152.5275562;2582.604322;1674.7;4546.051;229588.98;91.56
2010-02-03;5672.09;0.7187264;2.9735;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2;10.2;9.8;138438;10488.1;152.5275562;2582.604322;1674.7;4546.051;229588.98;91.56
2010-02-04;5533.24;0.7256894;2.879;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2;10.2;9.8;138438;10488.1;152.5275562;2582.604322;1674.7;4546.051;229588.98;91.56
2010-02-05;5434.34;0.7315021;2.8575;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2;10.2;9.8;138438;10488.1;152.5275562;2582.604322;1674.7;4546.051;229588.98;91.56
2010-02-06;5434.34;0.7315021;2.8575;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2;10.2;9.8;138438;10488.1;152.5275562;2582.604322;1674.7;4546.051;229588.98;91.56
2010-02-07;5484.85;0.7315021;2.8575;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2;10.2;9.8;138438;10488.1;152.5275562;2582.604322;1674.7;4546.051;229588.98;91.56
2010-02-08;5484.85;0.7298737;2.913;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2;10.2;9.8;138438;10488.1;152.5275562;2582.604322;1674.7;4546.051;229588.98;91.56
2010-02-09;5498.26;0.72804046;2.987;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2;10.2;9.8;138438;10488.1;152.5275562;2582.604322;1674.7;4546.051;229588.98;91.56
2010-02-10;5536.37;0.73000693;2.989;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2;10.2;9.8;138438;10488.1;152.5275562;2582.604322;1674.7;4546.051;229588.98;91.56
2010-02-11;5503.93;0.73496985;3.1335;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2;10.2;9.8;138438;10488.1;152.5275562;2582.604322;1674.7;4546.051;229588.98;91.56
2010-02-12;5500.39;0.73475385;3.0825;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2;10.2;9.8;138438;10488.1;152.5275562;2582.604322;1674.7;4546.051;229588.98;91.56
2010-02-13;5500.39;0.73475385;3.0825;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2;10.2;9.8;138438;10488.1;152.5275562;2582.604322;1674.7;4546.051;229588.98;91.56
2010-02-14;5511.1;0.73475385;3.0825;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2;10.2;9.8;138438;10488.1;152.5275562;2582.604322;1674.7;4546.051;229588.98;91.56
2010-02-15;5511.1;0.73553747;3.0825;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2;10.2;9.8;138438;10488.1;152.5275562;2582.604322;1674.7;4546.051;229588.98;91.56
2010-02-16;5592.12;0.7298205;3.2215;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2;10.2;9.8;138438;10488.1;152.5275562;2582.604322;1674.7;4546.051;229588.98;91.56
2010-02-17;5648.34;0.7323593;3.2395;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2;10.2;9.8;138438;10488.1;152.5275562;2582.604322;1674.7;4546.051;229588.98;91.56
2010-02-18;5680.41;0.733918;3.2855;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2;10.2;9.8;138438;10488.1;152.5275562;2582.604322;1674.7;4546.051;229588.98;91.56
2010-02-19;5722.05;0.7400555;3.357;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2;10.2;9.8;138438;10488.1;152.5275562;2582.604322;1674.7;4546.051;229588.98;91.56
2010-02-20;5722.05;0.7400555;3.357;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2;10.2;9.8;138438;10488.1;152.5275562;2582.604322;1674.7;4546.051;229588.98;91.56
2010-02-21;5688.44;0.7400555;3.357;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2;10.2;9.8;138438;10488.1;152.5275562;2582.604322;1674.7;4546.051;229588.98;91.56
2010-02-22;5688.44;0.735781;3.3065;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2;10.2;9.8;138438;10488.1;152.5275562;2582.604322;1674.7;4546.051;229588.98;91.56
2010-02-23;5604.07;0.7368925;3.216;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2;10.2;9.8;138438;10488.1;152.5275562;2582.604322;1674.7;4546.051;229588.98;91.56
2010-02-24;5615.51;0.73491585;3.236;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2;10.2;9.8;138438;10488.1;152.5275562;2582.604322;1674.7;4546.051;229588.98;91.56
2010-02-25;5532.33;0.7394809;3.1925;10.89283594;101.9;1818737;19.409;1350812;57.2;90.78003;6;5.2;80.2;10.2;9.8;138438;10488.1;152.5275562;2582.604322;1674.7;4546.051;229588.98;91.56
2010-02-26;5598.46;0.7327618;3.284;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-02-27;5598.46;0.7327618;3.284;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-02-28;5713.51;0.7327618;3.284;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-03-01;5713.51;0.7419223;3.35;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-03-02;5776.56;0.7374631;3.4115;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-03-03;5817.88;0.73046017;3.435;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-03-04;5795.32;0.73491585;3.3755;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-03-05;5877.36;0.73486185;3.4175;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-03-06;5877.36;0.73486185;3.4175;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-03-07;5875.91;0.73486185;3.4175;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-03-08;5875.91;0.7324666;3.4105;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-03-09;5885.89;0.7362686;3.4115;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-03-10;5936.72;0.7318233;3.368;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-03-11;5928.63;0.7313149;3.377;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-03-12;5945.11;0.72692907;3.38;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-03-13;5945.11;0.72692907;3.38;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-03-14;5903.56;0.72692907;3.38;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-03-15;5903.56;0.7325202;3.315;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-03-16;5970.99;0.72684985;3.365;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-03-17;6024.28;0.727855;3.418;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-03-18;6012.31;0.735186;3.3955;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-03-19;5982.43;0.73920757;3.3725;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-03-20;5982.43;0.73920757;3.3725;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-03-21;5987.5;0.73920757;3.3725;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-03-22;5987.5;0.739071;3.3805;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-03-23;6017.27;0.73896176;3.379;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-03-24;6039;0.7491759;3.3455;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-03-25;6132.95;0.74945664;3.3805;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-03-26;6120.05;0.7463522;3.403;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-03-27;6120.05;0.7463522;3.403;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-03-28;6156.85;0.7463522;3.403;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-03-29;6156.85;0.7423354;3.5355;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-03-30;6142.45;0.7450454;3.5635;10.31531235;101.9;1909394;20.247866;1202677;55.8;90.96239;6;5.1313831;80.1;10.2;9.8;138581;10519.9;152.5275562;2850.362569;1699.8;4568.994;224286.9544;91.85
2010-03-31;6153.55;0.73904365;3.5535;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5;10.2;9.9;138751;10568.3;152.5275562;3237.041109;1711.9;4581.206;229397.93;92.86
2010-04-01;6235.56;0.7386888;3.584;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5;10.2;9.9;138751;10568.3;152.5275562;3237.041109;1711.9;4581.206;229397.93;92.86
2010-04-02;6235.56;0.7386881;3.584;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5;10.2;9.9;138751;10568.3;152.5275562;3237.041109;1711.9;4581.206;229397.93;92.86
2010-04-03;6235.56;0.7386881;3.584;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5;10.2;9.9;138751;10568.3;152.5275562;3237.041109;1711.9;4581.206;229397.93;92.86
2010-04-04;6235.56;0.7386881;3.584;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5;10.2;9.9;138751;10568.3;152.5275562;3237.041109;1711.9;4581.206;229397.93;92.86
2010-04-05;6235.56;0.7403843;3.6315;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5;10.2;9.9;138751;10568.3;152.5275562;3237.041109;1711.9;4581.206;229397.93;92.86
2010-04-06;6252.21;0.7471887;3.617;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5;10.2;9.9;138751;10568.3;152.5275562;3237.041109;1711.9;4581.206;229397.93;92.86
2010-04-07;6222.41;0.7493724;3.5975;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5;10.2;9.9;138751;10568.3;152.5275562;3237.041109;1711.9;4581.206;229397.93;92.86
2010-04-08;6171.83;0.7486991;3.5865;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5;10.2;9.9;138751;10568.3;152.5275562;3237.041109;1711.9;4581.206;229397.93;92.86
2010-04-09;6249.7;0.74374324;3.59;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5;10.2;9.9;138751;10568.3;152.5275562;3237.041109;1711.9;4581.206;229397.93;92.86
2010-04-10;6249.7;0.74374324;3.59;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5;10.2;9.9;138751;10568.3;152.5275562;3237.041109;1711.9;4581.206;229397.93;92.86
2010-04-11;6250.69;0.74374324;3.59;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5;10.2;9.9;138751;10568.3;152.5275562;3237.041109;1711.9;4581.206;229397.93;92.86
2010-04-12;6250.69;0.73486185;3.5645;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5;10.2;9.9;138751;10568.3;152.5275562;3237.041109;1711.9;4581.206;229397.93;92.86
2010-04-13;6230.83;0.7373272;3.6005;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5;10.2;9.9;138751;10568.3;152.5275562;3237.041109;1711.9;4581.206;229397.93;92.86
2010-04-14;6278.4;0.7338642;3.6105;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5;10.2;9.9;138751;10568.3;152.5275562;3237.041109;1711.9;4581.206;229397.93;92.86
2010-04-15;6291.45;0.73713696;3.6005;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5;10.2;9.9;138751;10568.3;152.5275562;3237.041109;1711.9;4581.206;229397.93;92.86
2010-04-16;6180.9;0.74032944;3.5145;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5;10.2;9.9;138751;10568.3;152.5275562;3237.041109;1711.9;4581.206;229397.93;92.86
2010-04-17;6180.9;0.74032944;3.5145;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5;10.2;9.9;138751;10568.3;152.5275562;3237.041109;1711.9;4581.206;229397.93;92.86
2010-04-18;6162.44;0.74032944;3.5145;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5;10.2;9.9;138751;10568.3;152.5275562;3237.041109;1711.9;4581.206;229397.93;92.86
2010-04-19;6162.44;0.742611;3.497;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5;10.2;9.9;138751;10568.3;152.5275562;3237.041109;1711.9;4581.206;229397.93;92.86
2010-04-20;6264.23;0.74285924;3.5135;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5;10.2;9.9;138751;10568.3;152.5275562;3237.041109;1711.9;4581.206;229397.93;92.86
2010-04-21;6230.38;0.7466587;3.535;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5;10.2;9.9;138751;10568.3;152.5275562;3237.041109;1711.9;4581.206;229397.93;92.86
2010-04-22;6168.72;0.75179493;3.4865;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5;10.2;9.9;138751;10568.3;152.5275562;3237.041109;1711.9;4581.206;229397.93;92.86
2010-04-23;6259.53;0.74847496;3.513;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5;10.2;9.9;138751;10568.3;152.5275562;3237.041109;1711.9;4581.206;229397.93;92.86
2010-04-24;6259.53;0.74847496;3.513;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5;10.2;9.9;138751;10568.3;152.5275562;3237.041109;1711.9;4581.206;229397.93;92.86
2010-04-25;6332.1;0.74847496;3.513;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5;10.2;9.9;138751;10568.3;152.5275562;3237.041109;1711.9;4581.206;229397.93;92.86
2010-04-26;6332.1;0.75052536;3.528;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5;10.2;9.9;138751;10568.3;152.5275562;3237.041109;1711.9;4581.206;229397.93;92.86
2010-04-27;6159.51;0.75100446;3.3635;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5;10.2;9.9;138751;10568.3;152.5275562;3237.041109;1711.9;4581.206;229397.93;92.86
2010-04-28;6084.34;0.7573463;3.3685;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5;10.2;9.9;138751;10568.3;152.5275562;3237.041109;1711.9;4581.206;229397.93;92.86
2010-04-29;6144.91;0.7550589;3.3335;11.77185716;101.9;2348332;21.72581;1426381;58.8;93.53636;5.953078249;5.101235652;81.5;10.2;9.9;138751;10568.3;152.5275562;3237.041109;1711.9;4581.206;229397.93;92.86
